Time,Time (Minutes),Distance (Hops),Distance (1000km),Time of Signal (milliseconds)
680,11.33333333,10,7.207658,24.04215919
681,11.35,9,7.017171,23.40676295
682,11.36666667,9,7.023218,23.42693358
683,11.38333333,9,7.029078,23.44648043
684,11.4,9,7.034918,23.46596057
685,11.41666667,9,7.04042,23.48431327
686,11.43333333,9,7.045998,23.50291948
687,11.45,9,7.051939,23.52273652
688,11.46666667,9,7.05806,23.54315398
689,11.48333333,9,7.064496,23.56462216
690,11.5,9,7.070831,23.58575345
691,11.51666667,9,7.077322,23.60740509
692,11.53333333,9,7.083974,23.62959378
693,11.55,9,7.090422,23.65110199
694,11.56666667,9,7.0975,23.67471166
695,11.58333333,9,7.104367,23.6976175
696,11.6,9,7.111663,23.72195434
697,11.61666667,9,7.119258,23.74728853
698,11.63333333,9,7.126457,23.77130181
699,11.65,9,7.133892,23.7961023
700,11.66666667,9,7.141438,23.82127305
701,11.68333333,9,7.149574,23.84841182
702,11.7,9,7.157424,23.87459661
703,11.71666667,12,7.157491,23.87482009
704,11.73333333,12,7.154204,23.86385584
705,11.75,12,7.151302,23.85417581
706,11.76666667,12,7.148364,23.8443757
707,11.78333333,12,7.145758,23.83568302
708,11.8,12,7.14336,23.82768415
709,11.81666667,12,7.140943,23.81962191
710,11.83333333,12,7.138804,23.81248697
711,11.85,12,7.136747,23.80562556
712,11.86666667,12,7.135012,23.79983822
713,11.88333333,12,7.133354,23.79430773
714,11.9,12,7.131916,23.78951108
715,11.91666667,12,7.130548,23.78494792
716,11.93333333,12,7.129459,23.78131541
717,11.95,12,7.12853,23.7782166
718,11.96666667,12,7.127726,23.77553474
719,11.98333333,12,7.127163,23.77365677
720,12,12,7.126709,23.77214239
721,12.01666667,12,7.126276,23.77069806
722,12.03333333,12,7.125412,23.76781607
723,12.05,12,7.124705,23.76545777
724,12.06666667,12,7.124181,23.76370989
725,12.08333333,12,7.123839,23.7625691
726,12.1,12,7.123671,23.76200872
727,12.11666667,12,7.123682,23.76204541
728,12.13333333,12,7.123868,23.76266584
729,12.15,12,7.12426,23.76397341
730,12.16666667,12,7.124809,23.76580468
731,12.18333333,12,7.125548,23.76826971
732,12.2,12,7.126462,23.77131849
733,12.21666667,12,7.127565,23.7749977
734,12.23333333,12,7.128785,23.77906718
735,12.25,12,7.130208,23.7838138
736,12.26666667,12,7.131855,23.7893076
737,12.28333333,12,7.133667,23.79535178
738,12.3,12,7.135628,23.80189297
739,12.31666667,12,7.137753,23.80898121
740,12.33333333,12,7.140079,23.81673991
741,12.35,12,7.142538,23.82494225
742,12.36666667,11,6.766301,22.56995071
743,12.38333333,11,6.762101,22.55594102
744,12.4,11,6.758367,22.54348573
745,12.41666667,11,6.754633,22.53103045
746,12.43333333,11,6.750887,22.51853514
747,12.45,11,6.747214,22.50628333
748,12.46666667,11,6.743552,22.49406821
749,12.48333333,11,6.740224,22.4829672
750,12.5,11,6.73713,22.47264673
751,12.51666667,11,6.706993,22.37212052
752,12.53333333,11,6.704988,22.36543256
753,12.55,11,6.703218,22.35952847
754,12.56666667,11,6.685668,22.30098797
755,12.58333333,11,6.68341,22.29345609
756,12.6,11,6.681145,22.28590087
757,12.61666667,11,6.679027,22.27883598
758,12.63333333,11,6.677004,22.27208798
759,12.65,11,6.675111,22.26577361
760,12.66666667,11,6.673332,22.25983951
761,12.68333333,11,6.671556,22.25391541
762,12.7,11,6.669997,22.24871514
763,12.71666667,11,6.668604,22.24406859
764,12.73333333,11,6.667233,22.23949543
765,12.75,11,6.666011,22.23541928
766,12.76666667,11,6.664892,22.2316867
767,12.78333333,10,7.235559,24.13522691
768,12.8,10,7.233307,24.12771505
769,12.81666667,10,7.231054,24.12019985
770,12.83333333,10,7.228979,24.11327839
771,12.85,10,7.227082,24.10695068
772,12.86666667,10,7.225163,24.10054959
773,12.88333333,10,7.22354,24.09513584
774,12.9,9,7.055807,23.53563878
775,12.91666667,9,7.061276,23.5538814
776,12.93333333,9,7.067472,23.57454903
777,12.95,9,7.073434,23.59443612
778,12.96666667,9,7.079425,23.61441995
779,12.98333333,9,7.08602,23.6364185
780,13,9,7.091997,23.65635562
781,13.01666667,9,7.098966,23.67960171
782,13.03333333,9,7.105305,23.70074633
783,13.05,9,7.112284,23.72402577
784,13.06666667,9,7.11907,23.74666143
785,13.08333333,9,7.126189,23.77040786
786,13.1,9,7.133556,23.79498153
787,13.11666667,9,7.141118,23.82020564
788,13.13333333,9,7.148715,23.84554651
789,13.15,9,7.156277,23.87077062
790,13.16666667,12,7.159865,23.8827389
791,13.18333333,12,7.156116,23.87023359
792,13.2,12,7.152576,23.85842542
793,13.21666667,12,7.14924,23.84729772
794,13.23333333,12,7.146175,23.83707398
795,13.25,12,7.143127,23.82690695
796,13.26666667,12,7.140258,23.81733699
797,13.28333333,12,7.1376,23.80847086
798,13.3,12,7.135151,23.80030187
799,13.31666667,12,7.132822,23.79253317
800,13.33333333,12,7.130604,23.78513471
801,13.35,12,7.128606,23.7784701
802,13.36666667,12,7.126861,23.77264941
803,13.38333333,12,7.125234,23.76722232
804,13.4,12,7.123756,23.76229225
805,13.41666667,12,7.122484,23.75804931
806,13.43333333,12,7.121312,23.75413994
807,13.45,12,7.120378,23.75102445
808,13.46666667,12,7.119243,23.7472385
809,13.48333333,12,7.117827,23.74251523
810,13.5,12,7.116646,23.73857584
811,13.51666667,12,7.115566,23.73497335
812,13.53333333,12,7.114675,23.73200129
813,13.55,12,7.114014,23.72979643
814,13.56666667,12,7.11349,23.72804856
815,13.58333333,12,7.113145,23.72689776
816,13.6,12,7.112984,23.72636072
817,13.61666667,12,7.113004,23.72642743
818,13.63333333,12,7.113188,23.72704119
819,13.65,12,7.113603,23.72842548
820,13.66666667,12,7.114151,23.73025341
821,13.68333333,12,7.114908,23.73277849
822,13.7,12,7.115824,23.73583394
823,13.71666667,12,7.11696,23.73962323
824,13.73333333,12,7.118192,23.74373274
825,13.75,12,7.11965,23.7485961
826,13.76666667,12,7.121312,23.75413994
827,13.78333333,12,7.123089,23.76006737
828,13.8,12,7.125057,23.76663191
829,13.81666667,12,7.126758,23.77230584
830,13.83333333,12,7.128155,23.77696573
831,13.85,12,7.129714,23.78216599
832,13.86666667,11,6.754691,22.53122392
833,13.88333333,11,6.750593,22.51755446
834,13.9,11,6.746743,22.50471224
835,13.91666667,11,6.742826,22.49164654
836,13.93333333,11,6.73912,22.47928465
837,13.95,11,6.735628,22.46763659
838,13.96666667,11,6.732136,22.45598854
839,13.98333333,11,6.728823,22.44493756
840,14,11,6.725831,22.43495732
841,14.01666667,11,6.722645,22.42432997
842,14.03333333,11,6.696095,22.3357687
843,14.05,11,6.694344,22.32992799
844,14.06666667,11,6.675521,22.26714122
845,14.08333333,11,6.673182,22.25933916
846,14.1,11,6.670936,22.25184731
847,14.11666667,11,6.668952,22.2452294
848,14.13333333,11,6.666926,22.23847139
849,14.15,11,6.66512,22.23244722
850,14.16666667,11,6.663405,22.2267266
851,14.18333333,11,6.661836,22.22149298
852,14.2,11,6.660233,22.21614594
853,14.21666667,11,6.658834,22.21147938
854,14.23333333,11,6.657579,22.20729315
855,14.25,11,6.656384,22.20330706
856,14.26666667,11,6.655297,22.19968122
857,14.28333333,11,6.654353,22.19653238
858,14.3,11,6.653547,22.19384385
859,14.31666667,11,6.652812,22.19139215
860,14.33333333,10,7.251116,24.18711948
861,14.35,10,7.249097,24.18038482
862,14.36666667,12,7.243635,24.16216555
863,14.38333333,12,7.237248,24.14086081
864,14.4,12,7.231092,24.1203266
865,14.41666667,12,7.225032,24.10011262
866,14.43333333,9,7.08952,23.64809324
867,14.45,9,7.095697,23.6686975
868,14.46666667,9,7.101771,23.68895818
869,14.48333333,9,7.108197,23.71039301
870,14.5,9,7.114986,23.73303867
871,14.51666667,9,7.121441,23.75457024
872,14.53333333,9,7.128391,23.77775294
873,14.55,9,7.135006,23.79981821
874,14.56666667,9,7.141974,23.82306095
875,14.58333333,9,7.149122,23.84690411
876,14.6,9,7.156611,23.87188473
877,14.61666667,12,7.163656,23.89538432
878,14.63333333,12,7.159571,23.88175823
879,14.65,12,7.15561,23.86854575
880,14.66666667,12,7.151694,23.85548338
881,14.68333333,12,7.148059,23.84335833
882,14.7,12,7.144577,23.83174363
883,14.71666667,12,7.14114,23.82027903
884,14.73333333,12,7.137964,23.80968503
885,14.75,12,7.135019,23.79986157
886,14.76666667,12,7.132284,23.79073859
887,14.78333333,12,7.129626,23.78187246
888,14.8,12,7.127093,23.77342328
889,14.81666667,12,7.124755,23.76562455
890,14.83333333,12,7.122593,23.7584129
891,14.85,12,7.120525,23.75151479
892,14.86666667,12,7.118688,23.74538722
893,14.88333333,12,7.117065,23.73997347
894,14.9,12,7.11566,23.7352869
895,14.91666667,12,7.113806,23.72910262
896,14.93333333,12,7.111993,23.7230551
897,14.95,12,7.110126,23.71682746
898,14.96666667,12,7.108638,23.71186403
899,14.98333333,12,7.107183,23.70701067
900,15,12,7.105904,23.70274438
901,15.01666667,12,7.104836,23.69918192
902,15.03333333,12,7.103958,23.69625323
903,15.05,12,7.103254,23.69390493
904,15.06666667,12,7.102758,23.69225046
905,15.08333333,12,7.102408,23.69108298
906,15.1,12,7.102252,23.69056262
907,15.11666667,12,7.102276,23.69064268
908,15.13333333,12,7.102485,23.69133983
909,15.15,12,7.102854,23.69257068
910,15.16666667,12,7.103442,23.69453204
911,15.18333333,12,7.104168,23.69695371
912,15.2,12,7.105084,23.70000916
913,15.21666667,12,7.106183,23.70367503
914,15.23333333,12,7.107485,23.70801803
915,15.25,12,7.109015,23.71312156
916,15.26666667,12,7.109955,23.71625706
917,15.28333333,12,7.11081,23.71910904
918,15.3,12,7.111808,23.72243801
919,15.31666667,12,7.113082,23.72668761
920,15.33333333,12,7.114518,23.73147759
921,15.35,12,7.115994,23.736401
922,15.36666667,12,7.117809,23.74245519
923,15.38333333,11,6.739841,22.48168965
924,15.4,11,6.736121,22.46928107
925,15.41666667,11,6.732431,22.45697255
926,15.43333333,11,6.728792,22.44483415
927,15.45,11,6.7253,22.43318609
928,15.46666667,11,6.721883,22.42178821
929,15.48333333,11,6.71865,22.41100408
930,15.5,11,6.715511,22.40053351
931,15.51666667,11,6.712502,22.39049656
932,15.53333333,11,6.689206,22.31278947
933,15.55,11,6.687516,22.30715224
934,15.56666667,11,6.685879,22.30169179
935,15.58333333,11,6.664288,22.22967197
936,15.6,11,6.662059,22.22223682
937,15.61666667,11,6.660076,22.21562225
938,15.63333333,11,6.658133,22.2091411
939,15.65,11,6.656415,22.20341047
940,15.66666667,11,6.654722,22.19776323
941,15.68333333,11,6.653137,22.19247624
942,15.7,11,6.651685,22.18763289
943,15.71666667,11,6.650352,22.18318648
944,15.73333333,11,6.64908,22.17894354
945,15.75,11,6.647937,22.1751309
946,15.76666667,11,6.646929,22.17176858
947,15.78333333,11,6.646038,22.16879652
948,15.8,11,6.645244,22.16614802
949,15.81666667,11,6.644591,22.16396985
950,15.83333333,11,6.644028,22.16209188
951,15.85,11,6.64357,22.16056416
952,15.86666667,11,6.643235,22.15944672
953,15.88333333,12,7.229994,24.11666407
954,15.9,12,7.223659,24.09553278
955,15.91666667,12,7.217624,24.07540219
956,15.93333333,12,7.211748,24.05580196
957,15.95,12,7.205985,24.03657867
958,15.96666667,12,7.200104,24.01696176
959,15.98333333,9,7.130877,23.78604534
960,16,9,7.137668,23.80869768
961,16.01666667,9,7.144651,23.83199046
962,16.03333333,9,7.15164,23.85530326
963,16.05,9,7.158225,23.87726845
964,16.06666667,9,7.165451,23.9013718
965,16.08333333,12,7.164835,23.89931704
966,16.1,12,7.160317,23.88424661
967,16.11666667,12,7.155913,23.86955645
968,16.13333333,12,7.151929,23.85626726
969,16.15,12,7.147868,23.84272122
970,16.16666667,12,7.144053,23.82999575
971,16.18333333,12,7.140331,23.81758049
972,16.2,12,7.136878,23.80606253
973,16.21666667,12,7.133481,23.79473135
974,16.23333333,12,7.130382,23.7843942
975,16.25,12,7.127217,23.7738369
976,16.26666667,12,7.124486,23.76472726
977,16.28333333,12,7.12173,23.75553424
978,16.3,12,7.119184,23.7470417
979,16.31666667,12,7.116904,23.73943643
980,16.33333333,12,7.114681,23.7320213
981,16.35,12,7.112602,23.72508651
982,16.36666667,12,7.110181,23.71701092
983,16.38333333,12,7.10774,23.70886862
984,16.4,12,7.10543,23.70116329
985,16.41666667,12,7.103349,23.69422182
986,16.43333333,12,7.101328,23.68748049
987,16.45,12,7.099491,23.68135292
988,16.46666667,12,7.097864,23.67592583
989,16.48333333,12,7.096492,23.67134933
990,16.5,12,7.095182,23.66697964
991,16.51666667,12,7.094137,23.6634939
992,16.53333333,12,7.09328,23.66063525
993,16.55,12,7.092557,23.65822358
994,16.56666667,12,7.092021,23.65643568
995,16.58333333,12,7.09167,23.65526487
996,16.6,12,7.091504,23.65471115
997,16.61666667,12,7.091526,23.65478454
998,16.63333333,12,7.091724,23.65544499
999,16.65,12,7.092116,23.65675257
