Time Step,Time (minutes),Path Length,Distance,Time of Signal (milliseconds)
682,11.36666667,10,7.068642,23.57845173
683,11.38333333,10,7.070798,23.58564337
684,11.4,10,7.073269,23.59388574
685,11.41666667,10,7.075818,23.60238829
686,11.43333333,10,7.078687,23.61195824
687,11.45,10,7.081745,23.62215863
688,11.46666667,10,7.084899,23.63267925
689,11.48333333,10,7.088497,23.64468088
690,11.5,10,7.092233,23.65714284
691,11.51666667,10,7.096029,23.66980493
692,11.53333333,12,7.099316,23.68076918
693,11.55,12,7.098393,23.67769038
694,11.56666667,12,7.097668,23.67527204
695,11.58333333,12,7.097121,23.67344745
696,11.6,12,7.096787,23.67233334
697,11.61666667,12,7.096666,23.67192973
698,11.63333333,12,7.096749,23.67220659
699,11.65,12,7.097045,23.67319394
700,11.66666667,12,7.097539,23.67484175
701,11.68333333,12,7.098248,23.67720672
702,11.7,12,7.099164,23.68026216
703,11.71666667,12,7.100256,23.68390468
704,11.73333333,12,7.101598,23.68838111
705,11.75,12,7.10311,23.6934246
706,11.76666667,12,7.1048,23.69906184
707,11.78333333,12,7.106748,23.70555966
708,11.8,12,7.10885,23.71257118
709,11.81666667,11,6.795538,22.66747484
710,11.83333333,11,6.791088,22.65263124
711,11.85,11,6.787146,22.63948214
712,11.86666667,11,6.783236,22.62643979
713,11.88333333,11,6.779423,22.61372099
714,11.9,11,6.775828,22.60172936
715,11.91666667,11,6.772416,22.59034815
716,11.93333333,11,6.769028,22.579047
717,11.95,11,6.765679,22.56787594
718,11.96666667,11,6.762024,22.55568417
719,11.98333333,11,6.758201,22.54293202
720,12,11,6.754596,22.53090703
721,12.01666667,11,6.684683,22.29770237
722,12.03333333,11,6.681258,22.2862778
723,12.05,11,6.678953,22.27858914
724,12.06666667,11,6.676677,22.27099722
725,12.08333333,11,6.674555,22.26391899
726,12.1,11,6.67266,22.25759795
727,12.11666667,11,6.670713,22.25110346
728,12.13333333,11,6.669016,22.24544288
729,12.15,11,6.667339,22.23984901
730,12.16666667,11,6.665888,22.23500899
731,12.18333333,11,6.66447,22.23027906
732,12.2,11,6.663249,22.22620624
733,12.21666667,11,6.662103,22.22238359
734,12.23333333,11,6.661093,22.2190146
735,12.25,11,6.660161,22.21590578
736,12.26666667,11,6.659396,22.21335401
737,12.28333333,11,6.658739,22.2111625
738,12.3,11,6.658216,22.20941796
739,12.31666667,11,6.657819,22.20809371
740,12.33333333,11,6.657536,22.20714972
741,12.35,11,6.65737,22.206596
742,12.36666667,11,6.657329,22.20645924
743,12.38333333,11,6.657413,22.20673944
744,12.4,11,6.657622,22.20743659
745,12.41666667,9,6.880878,22.95213844
746,12.43333333,9,6.886734,22.97167196
747,12.45,9,6.892686,22.99152569
748,12.46666667,9,6.898935,23.01237011
749,12.48333333,9,6.905087,23.03289097
750,12.5,9,6.911479,23.05421239
751,12.51666667,9,6.91811,23.07633103
752,12.53333333,9,6.924685,23.09826287
753,12.55,9,6.931466,23.12088185
754,12.56666667,9,6.938434,23.14412459
755,12.58333333,9,6.94576,23.1685615
756,12.6,9,6.952953,23.19255476
757,12.61666667,9,6.960556,23.21791564
758,12.63333333,9,6.968144,23.24322649
759,12.65,9,6.975686,23.26838389
760,12.66666667,9,6.983504,23.29446193
761,12.68333333,9,6.991754,23.32198097
762,12.7,9,6.999947,23.34930987
763,12.71666667,9,7.008137,23.37662877
764,12.73333333,9,7.016551,23.40469486
765,12.75,10,7.061552,23.55480204
766,12.76666667,10,7.063169,23.56019577
767,12.78333333,10,7.064908,23.56599645
768,12.8,10,7.06685,23.57247426
769,12.81666667,10,7.069009,23.57967591
770,12.83333333,10,7.071188,23.58694427
771,12.85,10,7.073732,23.59543014
772,12.86666667,10,7.076261,23.60386598
773,12.88333333,10,7.079141,23.61347262
774,12.9,10,7.082194,23.62365634
775,12.91666667,10,7.085514,23.63473066
776,12.93333333,10,7.089097,23.64668227
777,12.95,10,7.092822,23.65910753
778,12.96666667,10,7.09683,23.67247678
779,12.98333333,12,7.098881,23.67931818
780,13,12,7.097946,23.67619935
781,13.01666667,12,7.09726,23.6739111
782,13.03333333,12,7.09676,23.67224328
783,13.05,12,7.09647,23.67127595
784,13.06666667,12,7.096383,23.67098575
785,13.08333333,12,7.096506,23.67139603
786,13.1,12,7.096834,23.67249012
787,13.11666667,12,7.097353,23.67422132
788,13.13333333,12,7.098088,23.67667301
789,13.15,12,7.099011,23.67975181
790,13.16666667,12,7.100158,23.68357779
791,13.18333333,12,7.101516,23.68810759
792,13.2,12,7.103119,23.69345462
793,13.21666667,12,7.104846,23.69921528
794,13.23333333,12,7.106791,23.7057031
795,13.25,12,7.108958,23.71293143
796,13.26666667,11,6.793757,22.66153407
797,13.28333333,11,6.789566,22.6475544
798,13.3,11,6.785435,22.63377486
799,13.31666667,11,6.781685,22.62126621
800,13.33333333,11,6.777896,22.60862747
801,13.35,11,6.774331,22.59673591
802,13.36666667,11,6.77096,22.58549146
803,13.38333333,11,6.767632,22.57439045
804,13.4,11,6.764089,22.56257227
805,13.41666667,11,6.760349,22.55009697
806,13.43333333,11,6.756686,22.53787852
807,13.45,11,6.753102,22.52592358
808,13.46666667,11,6.683156,22.29260884
809,13.48333333,11,6.679554,22.28059386
810,13.5,11,6.677223,22.27281848
811,13.51666667,11,6.675076,22.26565686
812,13.53333333,11,6.672924,22.25847856
813,13.55,11,6.670983,22.25200408
814,13.56666667,11,6.669114,22.24576977
815,13.58333333,11,6.667397,22.24004248
816,13.6,11,6.665781,22.23465208
817,13.61666667,11,6.664271,22.22961526
818,13.63333333,11,6.662939,22.22517219
819,13.65,11,6.661721,22.22110938
820,13.66666667,11,6.660554,22.21721669
821,13.68333333,11,6.659576,22.21395443
822,13.7,11,6.658692,22.21100572
823,13.71666667,11,6.657941,22.20850066
824,13.73333333,11,6.657316,22.20641588
825,13.75,11,6.656806,22.2047147
826,13.76666667,11,6.656426,22.20344716
827,13.78333333,11,6.65616,22.20255988
828,13.8,11,6.656022,22.20209956
829,13.81666667,11,6.655827,22.20144911
830,13.83333333,11,6.655625,22.20077531
831,13.85,11,6.655544,22.20050512
832,13.86666667,9,6.88193,22.95564754
833,13.88333333,9,6.887879,22.97549126
834,13.9,9,6.893674,22.9948213
835,13.91666667,9,6.899781,23.01519206
836,13.93333333,9,6.906063,23.03614656
837,13.95,9,6.912706,23.05830522
838,13.96666667,9,6.919251,23.08013699
839,13.98333333,9,6.925919,23.10237905
840,14,9,6.932703,23.12500803
841,14.01666667,9,6.939718,23.14840756
842,14.03333333,9,6.946928,23.17245753
843,14.05,9,6.954181,23.19665093
844,14.06666667,9,6.961748,23.22189173
845,14.08333333,9,6.969275,23.2469991
846,14.1,9,6.977069,23.27299708
847,14.11666667,9,6.985143,23.29992905
848,14.13333333,9,6.992851,23.32564017
849,14.15,9,7.001133,23.35326595
850,14.16666667,9,7.009423,23.38091841
851,14.18333333,9,7.017747,23.40868428
852,14.2,10,7.061849,23.55579272
853,14.21666667,10,7.06347,23.5611998
854,14.23333333,10,7.065246,23.56712389
855,14.25,10,7.067255,23.5738252
856,14.26666667,10,7.069354,23.58082671
857,14.28333333,10,7.071684,23.58859875
858,14.3,10,7.074144,23.59680443
859,14.31666667,10,7.076685,23.60528029
860,14.33333333,10,7.07967,23.61523718
861,14.35,10,7.082757,23.6255343
862,14.36666667,10,7.086198,23.63701224
863,14.38333333,10,7.089679,23.64862361
864,14.4,10,7.093528,23.66146249
865,14.41666667,10,7.097479,23.67464161
866,14.43333333,12,7.096508,23.6714027
867,14.45,12,7.095615,23.66842397
868,14.46666667,12,7.094985,23.66632252
869,14.48333333,12,7.094508,23.66473142
870,14.5,12,7.094242,23.66384414
871,14.51666667,12,7.094195,23.66368736
872,14.53333333,12,7.094346,23.66419105
873,14.55,12,7.094705,23.66538854
874,14.56666667,12,7.09527,23.66727318
875,14.58333333,12,7.09604,23.66984162
876,14.6,12,7.097018,23.67310388
877,14.61666667,12,7.098225,23.67713
878,14.63333333,12,7.09958,23.68164979
879,14.65,12,7.101145,23.68687007
880,14.66666667,12,7.102979,23.69298763
881,14.68333333,12,7.104938,23.69952215
882,14.7,12,7.107186,23.70702067
883,14.71666667,11,6.792929,22.65877216
884,14.73333333,11,6.788889,22.64529617
885,14.75,11,6.784922,22.63206368
886,14.76666667,11,6.780914,22.61869443
887,14.78333333,11,6.777457,22.60716312
888,14.8,11,6.773763,22.59484126
889,14.81666667,11,6.770314,22.58333664
890,14.83333333,11,6.767064,22.5724958
891,14.85,11,6.763441,22.56041078
892,14.86666667,11,6.759777,22.54818899
893,14.88333333,11,6.756128,22.53601723
894,14.9,11,6.683799,22.29475366
895,14.91666667,11,6.681884,22.28836591
896,14.93333333,11,6.677162,22.27261501
897,14.95,11,6.674822,22.26480961
898,14.96666667,11,6.672622,22.2574712
899,14.98333333,11,6.670585,22.2506765
900,15,11,6.668612,22.24409528
901,15.01666667,11,6.666857,22.23824123
902,15.03333333,11,6.665149,22.23254396
903,15.05,11,6.663515,22.22709352
904,15.06666667,11,6.662082,22.22231354
905,15.08333333,11,6.660743,22.21784712
906,15.1,11,6.659485,22.21365089
907,15.11666667,11,6.658411,22.21006841
908,15.13333333,11,6.657421,22.20676612
909,15.15,11,6.65658,22.20396085
910,15.16666667,11,6.655826,22.20144577
911,15.18333333,11,6.655247,22.19951444
912,15.2,11,6.654744,22.19783661
913,15.21666667,11,6.654377,22.19661243
914,15.23333333,11,6.654133,22.19579853
915,15.25,11,6.654016,22.19540826
916,15.26666667,11,6.654017,22.1954116
917,15.28333333,11,6.654146,22.1958419
918,15.3,11,6.654398,22.19668248
919,15.31666667,9,6.883042,22.95935677
920,15.33333333,9,6.888809,22.97859341
921,15.35,9,6.894936,22.99903088
922,15.36666667,9,6.900978,23.01918483
923,15.38333333,9,6.907283,23.04021604
924,15.4,9,6.913659,23.06148409
925,15.41666667,9,6.920164,23.08318243
926,15.43333333,9,6.927022,23.10605826
927,15.45,9,6.9339,23.1290008
928,15.46666667,9,6.94102,23.15275056
929,15.48333333,9,6.948,23.17603333
930,15.5,9,6.955468,23.2009439
931,15.51666667,9,6.961335,23.22051411
932,15.53333333,9,6.967781,23.24201565
933,15.55,9,6.976076,23.26968479
934,15.56666667,9,6.983964,23.29599633
935,15.58333333,9,6.991956,23.32265477
936,15.6,9,6.999328,23.34724511
937,15.61666667,9,7.008484,23.37778624
938,15.63333333,9,7.016114,23.40323718
939,15.65,10,7.061608,23.55498883
940,15.66666667,10,7.063183,23.56024247
941,15.68333333,10,7.064986,23.56625663
942,15.7,10,7.06692,23.57270776
943,15.71666667,10,7.069009,23.57967591
944,15.73333333,10,7.071328,23.58741126
945,15.75,10,7.073775,23.59557358
946,15.76666667,10,7.076362,23.60420288
947,15.78333333,10,7.079239,23.61379952
948,15.8,10,7.082387,23.62430011
949,15.81666667,10,7.085536,23.63480405
950,15.83333333,10,7.08908,23.64662556
951,15.85,10,7.092846,23.65918758
952,15.86666667,10,7.096694,23.67202313
953,15.88333333,12,7.096746,23.67219658
954,15.9,12,7.095838,23.66916782
955,15.91666667,12,7.095129,23.66680285
956,15.93333333,12,7.094621,23.66510835
957,15.95,12,7.094336,23.66415769
958,15.96666667,12,7.094255,23.6638875
959,15.98333333,12,7.094375,23.66428778
960,16,12,7.094715,23.6654219
961,16.01666667,12,7.095203,23.66704969
962,16.03333333,12,7.095948,23.66953474
963,16.05,12,7.09691,23.67274363
964,16.06666667,12,7.098051,23.67654959
965,16.08333333,12,7.099436,23.68116946
966,16.1,12,7.101012,23.68642643
967,16.11666667,12,7.102714,23.69210369
968,16.13333333,12,7.104722,23.69880166
969,16.15,12,7.106839,23.70586321
970,16.16666667,11,6.794622,22.6644194
971,16.18333333,11,6.790447,22.6504931
972,16.2,11,6.786516,22.63738069
973,16.21666667,11,6.782432,22.62375793
974,16.23333333,11,6.778879,22.6119064
975,16.25,11,6.775335,22.60008489
976,16.26666667,11,6.77187,22.58852689
977,16.28333333,11,6.768444,22.57709899
978,16.3,11,6.764987,22.56556768
979,16.31666667,11,6.761317,22.55332587
980,16.33333333,11,6.757592,22.54090061
981,16.35,11,6.754091,22.52922253
982,16.36666667,11,6.683146,22.29257549
983,16.38333333,11,6.67862,22.27747837
984,16.4,11,6.676243,22.26954956
985,16.41666667,11,6.674038,22.26219447
986,16.43333333,11,6.671916,22.25511624
987,16.45,11,6.669953,22.24856837
988,16.46666667,11,6.668109,22.24241745
989,16.48333333,11,6.666399,22.23671351
990,16.5,11,6.664816,22.23143319
991,16.51666667,11,6.663324,22.22645641
992,16.53333333,11,6.662012,22.22208005
993,16.55,11,6.660729,22.21780042
994,16.56666667,11,6.659615,22.21408452
995,16.58333333,11,6.65864,22.21083227
996,16.6,11,6.657769,22.20792693
997,16.61666667,11,6.657005,22.2053785
998,16.63333333,11,6.656385,22.2033104
999,16.65,11,6.65587,22.20159254
