Distance,Numhops
16.38465,27
16.38465,27
16.38465,27
16.38465,27
16.38465,27
16.38465,27
16.38759,27
16.38759,27
16.38759,27
16.38759,27
16.38759,27
16.38759,27
16.38759,27
16.38759,27
16.39105,27
16.39105,27
16.39105,27
16.39105,27
16.39105,27
16.39105,27
16.39105,27
16.39105,27
16.39503,27
16.39503,27
16.39503,27
16.39503,27
16.39503,27
16.39503,27
16.39503,27
16.39503,27
16.39948,27
16.39948,27
16.39948,27
16.39948,27
16.39948,27
16.39948,27
16.39948,27
16.39948,27
16.40112,27
16.40112,27
16.40112,27
16.40112,27
16.40112,27
16.40112,27
16.40112,27
16.40112,27
16.40332,27
16.40332,27
16.40332,27
16.40332,27
16.40332,27
16.40332,27
16.40332,27
16.40332,27
16.40764,27
16.40764,27
16.40764,27
16.40764,27
16.40764,27
16.40764,27
16.40764,27
16.40764,27
16.40308,27
16.40308,27
16.40308,27
16.40308,27
16.40308,27
16.40308,27
16.40308,27
16.40308,27
16.39907,27
16.39907,27
16.39907,27
16.39907,27
16.39907,27
16.39907,27
16.39907,27
16.39907,27
16.39561,27
16.39561,27
16.39561,27
16.39561,27
16.39561,27
16.39561,27
16.39561,27
16.39561,27
16.39272,27
16.39272,27
16.39272,27
16.39272,27
16.39272,27
16.39272,27
16.39272,27
16.39272,27
16.3904,27
16.3904,27
16.3904,27
16.3904,27
16.3904,27
16.3904,27
16.3904,27
16.3904,27
16.38865,27
16.38865,27
16.38865,27
16.38865,27
16.38865,27
16.38865,27
16.38865,27
16.38865,27
16.38749,27
16.38749,27
16.38749,27
16.38749,27
16.38749,27
16.38749,27
16.38749,27
16.38749,27
16.38691,27
16.38691,27
16.38691,27
16.38691,27
16.38691,27
16.38691,27
16.38691,27
16.38691,27
16.38693,27
16.38693,27
16.38693,27
16.38693,27
16.38693,27
16.38693,27
16.38693,27
16.38693,27
16.38738,27
16.38738,27
16.38738,27
16.38738,27
16.38738,27
16.38738,27
16.38738,27
16.38738,27
16.38835,27
16.38835,27
16.38835,27
16.38835,27
16.38835,27
16.38835,27
16.38835,27
16.38835,27
16.38971,27
16.38971,27
16.38971,27
16.38971,27
16.38971,27
16.38971,27
16.38971,27
16.38971,27
16.39163,27
16.39163,27
16.39163,27
16.39163,27
16.39163,27
16.39163,27
16.39163,27
16.39163,27
16.39399,27
16.39399,27
16.39399,27
16.39399,27
16.39399,27
16.39399,27
16.39399,27
16.39399,27
16.39697,27
16.39697,27
16.39697,27
16.39697,27
16.39697,27
16.39697,27
16.39697,27
16.39697,27
16.40057,27
16.40057,27
16.40057,27
16.40057,27
16.40057,27
16.40057,27
16.40057,27
16.40057,27
16.40479,27
16.40479,27
16.40479,27
16.40479,27
16.40479,27
16.40479,27
16.40479,27
16.40479,27
16.40964,27
16.40964,27
16.40964,27
16.40964,27
16.40964,27
16.40964,27
16.40964,27
16.40964,27
16.41511,27
16.41511,27
16.41511,27
16.41511,27
16.41511,27
16.41511,27
16.41511,27
16.41511,27
16.41474,27
16.41474,27
16.41474,27
16.41474,27
16.41474,27
16.41474,27
16.41474,27
16.41474,27
16.40927,27
16.40927,27
16.40927,27
16.40927,27
16.40927,27
16.40927,27
16.40927,27
16.40927,27
16.40417,27
16.40417,27
16.40417,27
16.40417,27
16.40417,27
16.40417,27
16.40417,27
16.40417,27
16.39949,27
16.39949,27
16.39949,27
16.39949,27
16.39949,27
16.39949,27
16.39949,27
16.39949Distance,Numhops
16.40599,27
16.40599,27
16.40599,27
16.40599,27
16.40599,27
16.40599,27
16.40599,27
16.40043,27
16.40043,27
16.40043,27
16.40043,27
16.40043,27
16.40043,27
16.40043,27
16.40043,27
16.39919,27
16.39919,27
16.39919,27
16.39919,27
16.39919,27
16.39919,27
16.39919,27
16.39919,27
16.37403,27
16.37403,27
16.37403,27
16.37403,27
16.37403,27
16.37403,27
16.37403,27
16.37403,27
16.37145,27
16.37145,27
16.37145,27
16.37145,27
16.37145,27
16.37145,27
16.37145,27
16.37145,27
16.36946,27
16.36946,27
16.36946,27
16.36946,27
16.36946,27
16.36946,27
16.36946,27
16.36946,27
16.36805,27
16.36805,27
16.36805,27
16.36805,27
16.36805,27
16.36805,27
16.36805,27
16.36805,27
16.36723,27
16.36723,27
16.36723,27
16.36723,27
16.36723,27
16.36723,27
16.36723,27
16.36723,27
16.36698,27
16.36698,27
16.36698,27
16.36698,27
16.36698,27
16.36698,27
16.36698,27
16.36698,27
16.3673,27
16.3673,27
16.3673,27
16.3673,27
16.3673,27
16.3673,27
16.3673,27
16.3673,27
16.36819,27
16.36819,27
16.36819,27
16.36819,27
16.36819,27
16.36819,27
16.36819,27
16.36819,27
16.36963,27
16.36963,27
16.36963,27
16.36963,27
16.36963,27
16.36963,27
16.36963,27
16.36963,27
16.37163,27
16.37163,27
16.37163,27
16.37163,27
16.37163,27
16.37163,27
16.37163,27
16.37163,27
16.37408,27
16.37408,27
16.37408,27
16.37408,27
16.37408,27
16.37408,27
16.37408,27
16.37408,27
16.37695,27
16.37695,27
16.37695,27
16.37695,27
16.37695,27
16.37695,27
16.37695,27
16.37695,27
16.38018,27
16.38018,27
16.38018,27
16.38018,27
16.38018,27
16.38018,27
16.38018,27
16.38018,27
16.38389,27
16.38389,27
16.38389,27
16.38389,27
16.38389,27
16.38389,27
16.38389,27
16.38389,27
16.38788,27
16.38788,27
16.38788,27
16.38788,27
16.38788,27
16.38788,27
16.38788,27
16.38788,27
16.39086,27
16.39086,27
16.39086,27
16.39086,27
16.39086,27
16.39086,27
16.39086,27
16.39086,27
16.39438,27
16.39438,27
16.39438,27
16.39438,27
16.39438,27
16.39438,2Distance,Numhops
16.38667,27
16.38667,27
16.38667,27
16.38667,27
16.38667,27
16.38667,27
16.38667,27
16.39839,27
16.39839,27
16.39839,27
16.3891,27
16.3891,27
16.3891,27
16.3891,27
16.38898,27
16.38898,27
16.38898,27
16.38898,27
16.38898,27
16.38898,27
16.38898,27
16.38898,27
16.39774,27
16.39774,27
16.39774,27
16.39774,27
16.39774,27
16.39774,27
16.39774,27
16.39774,27
16.40123,27
16.40123,27
16.40123,27
16.40123,27
16.40123,27
16.40123,27
16.40123,27
16.40123,27
16.40408,27
16.40408,27
16.40408,27
16.40408,27
16.40408,27
16.40408,27
16.40408,27
16.40408,27
16.40755,27
16.40755,27
16.40755,27
16.40755,27
16.40755,27
16.40755,27
16.40755,27
16.40755,27
16.40814,27
16.40814,27
16.40814,27
16.40814,27
16.40814,27
16.40814,27
16.40814,27
16.40814,27
16.40611,27
16.40611,27
16.40611,27
16.40611,27
16.40611,27
16.40611,27
16.40611,27
16.40611,27
16.40457,27
16.40457,27
16.40457,27
16.40457,27
16.40457,27
16.40457,27
16.40457,27
16.40457,27
16.40347,27
16.40347,27
16.40347,27
16.40347,27
16.40347,27
16.40347,27
16.40347,27
16.40347,27
16.40284,27
16.40284,27
16.40284,27
16.40284,27
16.40284,27
16.40284,27
16.40284,27
16.40284,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40324,27
16.40324,27
16.40324,27
16.40324,27
16.40324,27
16.40324,27
16.40324,27
16.40324,27
16.40428,27
16.40428,27
16.40428,27
16.40428,27
16.40428,27
16.40428,27
16.40428,27
16.40428,27
16.40495,27
16.40495,27
16.40495,27
16.40495,27
16.40495,27
16.40495,27
16.40495,27
16.40495,27
16.40118,27
16.40118,27
16.40118,27
16.40118,27
16.40118,27
16.40118,27
16.40118,27
16.40118,27
16.39796,27
16.39796,27
16.39796,27
16.39796,27
16.39796,27
16.39796,27
16.39796,27
16.39796,27
16.39531,27
16.39531,27
16.39531,27
16.39531,27
16.39531,27
16.39531,27
16.39531,27
16.39531,27
16.39323,27
16.39323,27
16.39323,27
16.39323,27
16.39323,27
16.39323,27
16.39323,27
16.39323,27
16.39173,27
16.39173,27
16.39173,27
16.39173,27
16.39173,27
16.39173,27
16.39173,27
16.39173,27
16.39081,27
16.39081,27
16.39081,27
16.39081,27
16.39081,27
16.39081,27
16.39081,27
16.39081,27
16.39037,27
16.39037,27
16.39037,27
16.39037,27
16.39037,27
16.39037,27
16.39037,27
16.39037,27
16.38924,27
16.38924,27
16.38924,27
16.38924,27
16.38924,27
16.38924,27
16.38924,27
16.38924,27
16.38813,27
16.38813,27
16.38813,27
16.38813,27
16.38813,27
16.38813,27
16.38813,27
16.38813,27
16.38755,27
16.38755,27
16.38755,27
16.38755,27
16.38755,27
16.38755,27
16.38755,27
16.38755,27
16.38564,27
16.38564,27
16.38564,27
16.38564,27
16.38564,27
16.38564,27
16.38564,27
16.38564,27
16.38339,27
16.38339,27
16.38339,27
16.38339,27
16.38339,27
16.38339,27
16.38339,27
16.38339,27
16.38168,27
16.38168,27
16.38168,27
16.38168,27
16.38168,27
16.38168,27
16.38168,27
16.38168,27
16.38053,27
16.38053,27
16.38053,27
16.38053,27
16.38053,27
16.38053,27
16.38053,27
16.38053,27
16.37993,27
16.37993,27
16.37993,27
16.37993,27
16.37993,27
16.37993,27
16.37993,27
16.37993,27
16.39988,27
16.39988,27
16.39988,27
16.39988,27
16.38707,27
16.38707,27
16.38707,27
16.38707,27
16.38614,27
16.38614,27
16.38614,27
16.38614,27
16.38748,27
16.38748,27
16.38748,27
16.38748,27
16.38748,27
16.38748,27
16.38748,27
16.38748,27
16.40005,27
16.40005,27
16.40005,27
16.40005,27
16.40005,27
16.40005,27
16.40005,27
16.40005,27
16.40355,27
16.40355,27
16.40355,27
16.40355,27
16.40355,27
16.40355,27
16.40355,27
16.40355,27
16.40759,27
16.40759,27
16.40759,27
16.40759,27
16.40759,27
16.40759,27
16.40759,27
16.40759,27
16.41215,27
16.41215,27
16.41215,27
16.41215,27
16.41215,27
16.41215,27
16.41215,27
16.41215,27
16.41725,27
16.41725,27
16.41725,27
16.41725,27
16.41725,27
16.41725,27
16.41725,27
16.41725,27
16.42287,27
16.42287,27
16.42287,27
16.42287,27
16.42287,27
16.42287,27
16.42287,27
16.42287,27
16.4263,27
16.4263,27
16.4263,27
16.4263,27
16.4263,27
16.4263,27
16.4263,27
16.4263,27
16.41969,27
16.41969,27
16.41969,27
16.41969,27
16.41969,27
16.41969,27
16.41969,27
16.41969,27
16.41358,27
16.41358,27
16.41358,27
16.41358,27
16.41358,27
16.41358,27
16.41358,27
16.41358,27
16.40792,27
16.40792,27
16.40792,27
16.40792,27
16.40792,27
16.40792,27
16.40792,27
16.40792,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.40276,27
16.39815,27
16.39815,27
16.39815,27
16.39815,27
16.39815,27
16.39815,27
16.39815,27
16.39815,27
16.39409,27
16.39409,27
16.39409,27
16.39409,27
16.39409,27
16.39409,27
16.39409,27
16.39409,27
16.39057,27
16.39057,27
16.39057,27
16.39057,27
16.39057,27
16.39057,27
16.39057,27
16.39057,27
16.38762,27
16.38762,27
16.38762,27
16.38762,27
16.38762,27
16.38762,27
16.38762,27
16.38762,27
16.38521,27
16.38521,27
16.38521,27
16.38521,27
16.38521,27
16.38521,27
16.38521,27
16.38521,27
16.38336,27
16.38336,27
16.38336,27
16.38336,27
16.38336,27
16.38336,27
16.38336,27
16.38336,27
16.38196,27
16.38196,27
16.38196,27
16.38196,27
16.38196,27
16.38196,27
16.38196,27
16.38196,27
16.38106,27
16.38106,27
16.38106,27
16.38106,27
16.38106,27
16.38106,27
16.38106,27
16.38106,27
16.3805,27
16.3805,27
16.3805,27
16.3805,27
16.3805,27
16.3805,27
16.3805,27
16.3805,27
16.38039,27
16.38039,27
16.38039,27
16.38039,27
16.38039,27
16.38039,27
16.38039,27
16.38039,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38137,27
16.38137,27
16.38137,27
16.38137,27
16.38137,27
16.38137,27
16.38137,27
16.38137,27
16.42531,27
16.42531,27
16.42531,27
16.42531,27
16.42531,27
16.42531,27
16.42531,27
16.42531,27
16.42872,27
16.42872,27
16.42872,27
16.42872,27
16.42872,27
16.42872,27
16.42872,27
16.42872,27
16.42616,27
16.42616,27
16.42616,27
16.42616,27
16.42616,27
16.42616,27
16.42616,27
16.42616,27
16.41966,27
16.41966,27
16.41966,27
16.41966,27
16.41966,27
16.41966,27
16.41966,27
16.41966,27
16.41339,27
16.41339,27
16.41339,27
16.41339,27
16.41339,27
16.41339,27
16.41339,27
16.41339,27
16.40766,27
16.40766,27
16.40766,27
16.40766,27
16.40766,27
16.40766,27
16.40766,27
16.40766,27
16.40248,27
16.40248,27
16.40248,27
16.40248,27
16.40248,27
16.40248,27
16.40248,27
16.40248,27
16.39785,27
16.39785,27
16.39785,27
16.39785,27
16.39785,27
16.39785,27
16.39785,27
16.39785,27
16.39355,27
16.39355,27
16.39355,27
16.39355,27
16.39355,27
16.39355,27
16.39355,27
16.39355,27
16.38974,27
16.38974,27
16.38974,27
16.38974,27
16.38974,27
16.38974,27
16.38974,27
16.38974,27
16.3863,27
16.3863,27
16.3863,27
16.3863,27
16.3863,27
16.3863,27
16.3863,27
16.3863,27
16.38329,27
16.38329,27
16.38329,27
16.38329,27
16.38329,27
16.38329,27
16.38329,27
16.38329,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.38069,27
16.37864,27
16.37864,27
16.37864,27
16.37864,27
16.37864,27
16.37864,27
16.37864,27
16.37864,27
16.37713,27
16.37713,27
16.37713,27
16.37713,27
16.37713,27
16.37713,27
16.37713,27
16.37713,27
16.37617,27
16.37617,27
16.37617,27
16.37617,27
16.37617,27
16.37617,27
16.37617,27
16.37617,27
16.37575,27
16.37575,27
16.37575,27
16.37575,27
16.37575,27
16.37575,27
16.37575,27
16.37575,27
16.37587,27
16.37587,27
16.37587,27
16.37587,27
16.37587,27
16.37587,27
16.37587,27
16.37587,27
16.37653,27
16.37653,27
16.37653,27
16.37653,27
16.37653,27
16.37653,27
16.37653,27
16.37653,27
16.37772,27
16.37772,27
16.37772,27
16.37772,27
16.37772,27
16.37772,27
16.37772,27
16.37772,27
16.37946,27
16.37946,27
16.37946,27
16.37946,27
16.37946,27
16.37946,27
16.37946,27
16.37946,27
16.38172,27
16.38172,27
16.38172,27
16.38172,27
16.38172,27
16.38172,27
16.38172,27
16.38172,27
16.38431,27
16.38431,27
16.38431,27
16.38431,27
16.38431,27
16.38431,27
16.38431,27
16.38431,27
16.39373,27
16.39373,27
16.39373,27
16.39373,27
16.39373,27
16.39373,27
16.39373,27
16.39373,27
16.39741,27
16.39741,27
16.39741,27
16.39741,27
16.39741,27
16.39741,27
16.39741,27
16.39741,27
16.40162,27
