time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
77,-0.6416928,-0.05731748,-0.5701643,-2.566672E-07,-0.0369688,-0.6565212,0.4418062,-0.03992546,-0.6355319,-0.5168911,-0.02588938,0.07433017,0.3097371,-0.01138428,0.008405912,-0.3878486,-0.05041805,0.7184315,8.326849E-08,-0.02783782,0.6578559,0.1753909,-0.03895336,0.6511118
78,-0.7230026,-0.05745457,-0.5651647,7.977447E-08,-0.02407099,-0.6573787,0.5278859,-0.04964421,-0.6272783,-0.6025845,-0.01671085,0.08089512,0.399274,-0.006774258,0.01614542,-0.475473,-0.05346473,0.7256094,1.52189E-07,-0.03207513,0.6563707,0.2666727,-0.02819711,0.660744
79,-0.8029973,-0.07578005,-0.559052,2.158501E-07,-0.03802304,-0.6566295,0.615621,-0.05516114,-0.6198689,-0.6865093,-0.04217668,0.08683775,0.4892528,-0.02404884,0.02488865,-0.564357,-0.06441211,0.7324916,3.153984E-08,-0.03110311,0.6577096,0.359089,-0.04894726,0.6685355
80,-0.8805553,-0.07240769,-0.5562133,1.352831E-07,-0.02551883,-0.6570772,0.6994061,-0.06226933,-0.6133529,-0.7691498,-0.03529117,0.09167907,0.5780023,-0.01655048,0.03151874,-0.6499246,-0.06947429,0.7377264,-4.410347E-08,-0.03060964,0.6564376,0.4505212,-0.04103819,0.6770405
81,-0.9497974,-0.09608655,-0.552534,-9.571971E-08,-0.03891658,-0.6567452,0.777988,-0.07338596,-0.6079549,-0.8435649,-0.06089392,0.09501396,0.659445,-0.04019346,0.03803614,-0.7303591,-0.08140244,0.7424859,-3.123623E-07,-0.03386364,0.6575699,0.535674,-0.0628838,0.6830201
82,-1.01999,-0.08976305,-0.5522052,-1.038594E-07,-0.02642174,-0.6569198,0.8556356,-0.07825942,-0.6037378,-0.9193556,-0.05500219,0.09757831,0.7433905,-0.03065248,0.04283493,-0.8098655,-0.0876208,0.7452615,-7.952904E-08,-0.02969995,0.6565054,0.6230401,-0.05683435,0.6896575
83,-1.083528,-0.1194303,-0.5510374,-1.658035E-07,-0.04048352,-0.6569878,0.9305496,-0.09665404,-0.6002886,-0.989783,-0.08244879,0.09835596,0.8222209,-0.06110907,0.04715567,-0.8878306,-0.1010255,0.7480259,1.961658E-07,-0.03869551,0.6573035,0.7072655,-0.08128886,0.6939038
84,-1.145493,-0.1066917,-0.5533546,-1.070944E-07,-0.02804855,-0.6566774,1.001121,-0.0959642,-0.5987688,-1.057216,-0.07700496,0.09847318,0.9003626,-0.04617975,0.04990806,-0.9597887,-0.1078131,0.747927,5.671477E-08,-0.02806808,0.6566787,0.7890406,-0.07669701,0.6981562
85,-1.196739,-0.1400607,-0.5547563,1.645668E-07,-0.04034653,-0.6572041,1.064974,-0.1184843,-0.597824,-1.116931,-0.1021686,0.09649385,0.9685921,-0.08144435,0.0513041,-1.027863,-0.1196955,0.7483372,2.99215E-07,-0.04101978,0.6570844,0.864345,-0.09996609,0.6999889
86,-1.247574,-0.1236948,-0.5594212,-7.915973E-08,-0.02881736,-0.6565897,1.125113,-0.1145725,-0.5989517,-1.173046,-0.09686319,0.09424172,1.036944,-0.06545066,0.05171496,-1.088867,-0.1272133,0.7454802,-6.213993E-08,-0.02730026,0.656779,0.9366307,-0.09660611,0.7016308
87,-1.28988,-0.1553853,-0.5634498,5.054629E-08,-0.03619991,-0.6574432,1.181674,-0.1367192,-0.6005566,-1.225537,-0.1169059,0.0895774,1.099043,-0.09852105,0.05030327,-1.151009,-0.1339163,0.7435697,-7.909922E-08,-0.03967372,0.6568547,1.007441,-0.1157219,0.7010654
88,-1.330436,-0.1421865,-0.5700526,7.344916E-08,-0.03042163,-0.6564453,1.233459,-0.1322375,-0.6043714,-1.27176,-0.1165249,0.08498441,1.159052,-0.08851565,0.04839303,-1.202879,-0.1460832,0.7379178,-1.854865E-07,-0.02570485,0.6570438,1.072238,-0.1182994,0.6999446
89,-1.360076,-0.1682191,-0.5763303,-1.007631E-07,-0.03284786,-0.6576247,1.277072,-0.1536634,-0.608217,-1.312149,-0.1298275,0.07823353,1.209474,-0.1150405,0.04431349,-1.252547,-0.1511583,0.7336222,-1.928974E-07,-0.03858737,0.6566964,1.131985,-0.1316692,0.6970582
90,-1.388811,-0.1578795,-0.5844702,-2.715213E-08,-0.0316055,-0.6563833,1.31879,-0.148014,-0.6144728,-1.347018,-0.1323981,0.07161277,1.259316,-0.1088174,0.04011097,-1.294356,-0.1619931,0.7259949,-9.706227E-09,-0.02453396,0.6572794,1.187261,-0.1381281,0.6932471
91,-1.407829,-0.1764024,-0.5930071,-4.860292E-08,-0.02777543,-0.6578555,1.351874,-0.167737,-0.6205614,-1.377617,-0.1379315,0.06284282,1.300925,-0.1286092,0.03344229,-1.333879,-0.1656535,0.7192448,1.356476E-08,-0.03694847,0.6565226,1.239317,-0.14461,0.6881639
92,-1.423348,-0.1695348,-0.601868,-1.061229E-08,-0.03288313,-0.6563566,1.3817,-0.1605721,-0.6286982,-1.39924,-0.1444462,0.05488499,1.338097,-0.1265692,0.02742168,-1.363798,-0.1743294,0.7103932,8.868874E-09,-0.02327585,0.6575668,1.282133,-0.1557521,0.6819314
93,-1.430143,-0.1815896,-0.6112436,-3.157211E-08,-0.02588377,-0.6579358,1.401352,-0.1786777,-0.635965,-1.417349,-0.1442282,0.04534573,1.367144,-0.1403653,0.01919272,-1.390166,-0.1754326,0.7024854,1.599101E-08,-0.03633851,0.6564727,1.321754,-0.1570859,0.6753353
94,-1.43356,-0.1743621,-0.620527,-1.610973E-08,-0.03330704,-0.6563547,1.419604,-0.1695797,-0.6454017,-1.426827,-0.150622,0.03661649,1.392561,-0.138408,0.01175187,-1.408513,-0.1818004,0.6927689,4.288573E-09,-0.02285981,0.6576717,1.35297,-0.1686069,0.6673496
95,-1.428694,-0.1809762,-0.6309001,1.734941E-08,-0.02239047,-0.6580631,1.427974,-0.1849051,-0.6541719,-1.433976,-0.1443707,0.02604967,1.411514,-0.1471883,0.001766066,-1.423776,-0.180815,0.6834059,2.705078E-08,-0.03521352,0.6563998,1.383529,-0.1644526,0.6591066
96,-1.41918,-0.1765389,-0.6401554,3.178772E-08,-0.03479252,-0.6563832,1.434943,-0.173159,-0.6648005,-1.430826,-0.1532523,0.01673504,1.424886,-0.1483176,-0.006901365,-1.430844,-0.1848665,0.6731676,2.067673E-08,-0.02140685,0.6580753,1.403211,-0.1788008,0.6493551
97,-1.402211,-0.1742158,-0.6506488,-4.623693E-08,-0.0225825,-0.657747,1.429996,-0.1856767,-0.6740351,-1.425912,-0.1379029,0.006282942,1.432003,-0.1482455,-0.01774055,-1.432856,-0.1811858,0.6632668,-3.144936E-08,-0.03359031,0.656355,1.421946,-0.1677091,0.6403363
98,-1.380211,-0.1732997,-0.6587952,-3.245404E-12,-0.03614178,-0.6564579,1.42411,-0.1767393,-0.6842698,-1.409902,-0.1505175,-0.002584552,1.432269,-0.1528095,-0.02661628,-1.428139,-0.1826707,0.6536553,4.421615E-09,-0.025273,0.6579577,1.428777,-0.1838364,0.6298549
99,-1.35239,-0.164076,-0.668216,1.087511E-08,-0.02344884,-0.6575277,1.407596,-0.1820244,-0.6933079,-1.393025,-0.1308296,-0.01186433,1.427417,-0.1455683,-0.03715252,-1.417464,-0.1763396,0.6444077,3.876026E-08,-0.03270825,0.6563565,1.434504,-0.1695779,0.6208123
100,-1.31909,-0.1642625,-0.6748962,-2.178291E-08,-0.03685107,-0.6565138,1.389791,-0.1737112,-0.7027403,-1.365781,-0.1423762,-0.01969627,1.415544,-0.1509001,-0.04565357,-1.401387,-0.1755012,0.6358486,5.165132E-08,-0.02747299,0.6578696,1.429752,-0.1830569,0.6105828
101,-1.280457,-0.1502789,-0.6828828,1.738898E-08,-0.02408923,-0.6573771,1.361986,-0.1738372,-0.7110754,-1.337108,-0.1204585,-0.02755452,1.399095,-0.1384587,-0.05552268,-1.378704,-0.1668904,0.6276348,1.627319E-08,-0.03205664,0.6563698,1.423215,-0.1662305,0.6018923
102,-1.233991,-0.1524232,-0.6879933,8.066417E-08,-0.03814742,-0.6566467,1.33076,-0.1676474,-0.7195109,-1.297329,-0.1305887,-0.0342544,1.374129,-0.1452606,-0.06358417,-1.350171,-0.1638857,0.6202752,-4.389496E-08,-0.03148594,0.6576897,1.406279,-0.1778869,0.5919628
103,-1.18352,-0.1305303,-0.6942981,-7.17878E-08,-0.02578022,-0.6570317,1.290831,-0.1597923,-0.726932,-1.255293,-0.1071069,-0.04019262,1.345458,-0.1242763,-0.07232541,-1.314143,-0.1531535,0.6133454,-4.854611E-08,-0.03034636,0.6564534,1.38623,-0.1589467,0.5839386
104,-1.127575,-0.1376776,-0.6968631,-1.158305E-09,-0.03944321,-0.6568198,1.248755,-0.157511,-0.7331476,-1.206429,-0.1154944,-0.04484385,1.308956,-0.135257,-0.0787506,-1.275574,-0.1485958,0.6083722,9.805617E-08,-0.03548785,0.6574862,1.358472,-0.1681061,0.5757122
105,-1.069584,-0.1108639,-0.7007049,1.506195E-07,-0.02651432,-0.6569039,1.200143,-0.1435824,-0.7385809,-1.155347,-0.0904113,-0.04819191,1.270562,-0.1084954,-0.08531323,-1.229672,-0.1365873,0.6036311,-1.302815E-07,-0.02960718,0.6565115,1.327343,-0.1467501,0.5695609
106,-1.001658,-0.1212507,-0.7008926,3.220062E-07,-0.04074258,-0.6570325,1.145184,-0.1442895,-0.7427031,-1.09463,-0.09824723,-0.05073677,1.221138,-0.1217762,-0.09011853,-1.178859,-0.1307052,0.6009743,5.142573E-08,-0.03949414,0.6572573,1.287144,-0.1544914,0.5629464
107,-0.9347106,-0.08856075,-0.7022577,1.338602E-07,-0.02787356,-0.6567025,1.086758,-0.1238648,-0.7460539,-1.033112,-0.07257804,-0.05140213,1.172224,-0.0881917,-0.09430242,-1.122043,-0.117815,0.5984485,-1.902556E-07,-0.02824323,0.656655,1.244118,-0.1316197,0.5587608
108,-0.8609408,-0.102798,-0.6998178,-1.984076E-07,-0.04062555,-0.6571897,1.024109,-0.1271009,-0.7474747,-0.9661213,-0.07894163,-0.05151597,1.11417,-0.104321,-0.09677806,-1.063657,-0.1107227,0.5985529,-3.53885E-07,-0.04111037,0.6570993,1.195172,-0.1369173,0.5546594
109,-0.7830371,-0.06659652,-0.6985596,-2.821537E-09,-0.02931132,-0.6565401,0.9540466,-0.102728,-0.7484946,-0.8925509,-0.05461359,-0.04940987,1.052548,-0.06940979,-0.09831062,-0.9945299,-0.09833573,0.5984642,6.119373E-08,-0.02680811,0.6568549,1.138963,-0.1143088,0.5526758
110,-0.7024788,-0.08143224,-0.6937104,-2.954309E-07,-0.03630846,-0.657443,0.882843,-0.105908,-0.7472163,-0.8183362,-0.05566803,-0.04719745,0.9857801,-0.0818243,-0.0985768,-0.9278227,-0.08578575,0.6013801,1.159764E-07,-0.03970853,0.6568586,1.080753,-0.113282,0.5511628
111,-0.6200106,-0.05120533,-0.6896689,-8.169035E-08,-0.03028112,-0.65646,0.8071642,-0.08245625,-0.7457514,-0.7392411,-0.03756182,-0.04250828,0.9167371,-0.05195037,-0.09720279,-0.8522031,-0.07975446,0.6035648,1.883223E-07,-0.02584484,0.6570185,1.016249,-0.09590354,0.5517542
112,-0.5326494,-0.06268698,-0.6829566,2.268759E-08,-0.03242043,-0.6576455,0.7270671,-0.08570309,-0.7418437,-0.6570561,-0.03470104,-0.03798758,0.8409647,-0.05995597,-0.09514759,-0.7759019,-0.06786019,0.6087915,5.918913E-08,-0.03844949,0.6566827,0.9481329,-0.08991826,0.552928
113,-0.4418661,-0.0398921,-0.6760289,2.999479E-08,-0.03196889,-0.6563736,0.6423123,-0.06241218,-0.7379432,-0.5689425,-0.0234241,-0.03079222,0.7612296,-0.03646857,-0.09084448,-0.6911981,-0.062901,0.6136817,-4.921659E-07,-0.02417601,0.6573566,0.8724427,-0.07825857,0.5560272
114,-0.3523821,-0.04691117,-0.668211,6.501838E-08,-0.02794499,-0.6578511,0.5575988,-0.06725997,-0.7316582,-0.4831863,-0.01611756,-0.0244254,0.680507,-0.03918773,-0.08671229,-0.6095176,-0.05250056,0.6207592,-1.10073E-07,-0.03700345,0.6565258,0.7980628,-0.06698845,0.5598972
115,-0.2615893,-0.03102491,-0.6596713,1.808442E-07,-0.03283086,-0.6563569,0.4711354,-0.04635093,-0.7259122,-0.3940226,-0.01223065,-0.01573255,0.5975214,-0.02200684,-0.08016806,-0.5230914,-0.04947403,0.6275342,-2.756826E-07,-0.02332751,0.6575555,0.7180698,-0.06201669,0.565004
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.411412,-0.1900787,-0.6446373,-7.466875E-09,-0.04134417,-0.657145,1.432715,-0.1932955,-0.6684532,-1.428576,-0.1608429,0.01168839,1.428144,-0.1629066,-0.01185807,-1.434149,-0.1865668,0.669221,-1.734941E-08,-0.04134417,0.6571445,1.411972,-0.1874228,0.6447328
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.405901,-0.1806099,-0.6482683,2.84041E-08,-0.02697833,-0.6578913,1.431087,-0.1887601,-0.671752,-1.42698,-0.147126,0.008251517,1.430456,-0.1541518,-0.01550615,-1.433924,-0.1807783,0.665799,1.987502E-08,-0.03669142,0.6565003,1.418187,-0.1744712,0.641922
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.411281,-0.1898561,-0.644725,-7.466875E-09,-0.0410049,-0.6571662,1.432677,-0.1931902,-0.6685338,-1.428539,-0.1605194,0.01159622,1.428199,-0.1627007,-0.01194945,-1.434204,-0.1861446,0.669159,-1.475377E-08,-0.04123376,0.6571193,1.41212,-0.1871161,0.6446523
2,-1.411,-0.1893748,-0.6449139,4.602903E-09,-0.04027233,-0.6572115,1.432594,-0.1929599,-0.6686969,-1.428457,-0.1598208,0.01140924,1.428317,-0.1622553,-0.01214523,-1.434324,-0.1852335,0.6690279,2.391442E-09,-0.0409954,0.6570768,1.412437,-0.1864552,0.6444911
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.411412,-0.1900787,-0.6446373,-7.466875E-09,-0.04134417,-0.657145,1.432715,-0.1932955,-0.6684532,-1.428576,-0.1608429,0.01168839,1.428144,-0.1629066,-0.01185807,-1.434149,-0.1865668,0.669221,-1.734941E-08,-0.04134417,0.6571445,1.411972,-0.1874228,0.6447328
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.409641,-0.1870482,-0.6458147,4.602903E-09,-0.03673457,-0.6574187,1.432192,-0.1918489,-0.6695014,-1.428064,-0.1564449,0.01051971,1.428887,-0.1601038,-0.01306968,-1.434902,-0.1808359,0.6684418,-1.137015E-08,-0.03984692,0.6568787,1.413969,-0.1832624,0.6437328
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.411412,-0.1900787,-0.6446373,-7.466875E-09,-0.04134417,-0.657145,1.432715,-0.1932955,-0.6684532,-1.428576,-0.1608429,0.01168839,1.428144,-0.1629066,-0.01185807,-1.434149,-0.1865668,0.669221,-1.734941E-08,-0.04134417,0.6571445,1.411972,-0.1874228,0.6447328
2,-1.411162,-0.1896514,-0.6448044,1.633432E-08,-0.04069329,-0.6571856,1.432641,-0.1930916,-0.6686003,-1.428504,-0.1602226,0.01151928,1.428249,-0.1625114,-0.01203185,-1.434255,-0.1857576,0.6691038,-1.802613E-08,-0.0411324,0.6571039,1.412254,-0.1868353,0.6445864
