NumOfSatsInConstellation,RepetitionNumber,SampleNumber,PathLengthHops,PathLengthDist
1584,0,1,11,23.39546
1584,0,2,11,23.39371
1584,0,3,11,23.39917
1584,0,4,11,23.40557
1584,0,5,11,23.41267
1584,0,6,11,23.41928
1584,0,7,11,23.42474
1584,0,8,11,23.43101
1584,0,9,11,23.43751
1584,0,10,11,23.44481
1584,0,11,11,23.45228
1584,0,12,11,23.45947
1584,0,13,11,23.46576
1584,0,14,11,23.47189
1584,0,15,11,23.47798
1584,0,16,11,23.48183
1584,0,17,11,23.48791
1584,0,18,11,23.49638
1584,0,19,11,23.50416
1584,0,20,11,23.51234
1584,0,21,11,23.51971
1584,0,22,11,23.52765
1584,0,23,11,23.53717
1584,0,24,11,23.54625
1584,0,25,11,23.55526
1584,0,26,11,23.56413
1584,0,27,5,7.186815
1584,0,28,5,7.182814
1584,0,29,5,7.179223
1584,0,30,5,7.175416
1584,0,31,5,7.171892
1584,0,32,5,7.168499
1584,0,33,5,7.165652
1584,0,34,5,7.162789
1584,0,35,5,7.159697
1584,0,36,5,7.157049
1584,0,37,5,7.15472
1584,0,38,5,7.152237
1584,0,39,5,7.149759
1584,0,40,5,7.147686
1584,0,41,5,7.145633
1584,0,42,5,7.143803
1584,0,43,5,7.14183
1584,0,44,5,7.140185
1584,0,45,5,7.138764
1584,0,46,5,7.137424
1584,0,47,5,7.136088
1584,0,48,5,7.134698
1584,0,49,5,7.133595
1584,0,50,5,7.132833
1584,0,51,5,7.132007
1584,0,52,6,7.93089
1584,0,53,6,7.931722
1584,0,54,6,7.932971
1584,0,55,6,7.933651
1584,0,56,6,7.933854
1584,0,57,6,7.934397
1584,0,58,6,7.935119
1584,0,59,6,7.936121
1584,0,60,6,7.937083
1584,0,61,6,7.938197
1584,0,62,6,7.939579
1584,0,63,6,7.940933
1584,0,64,6,7.942601
1584,0,65,6,7.944602
1584,0,66,6,7.946435
1584,0,67,6,7.948522
1584,0,68,6,7.950632
1584,0,69,8,13.24296
1584,0,70,8,13.24525
1584,0,71,8,13.24749
1584,0,72,8,13.25015
1584,0,73,8,13.25314
1584,0,74,8,13.25585
1584,0,75,11,23.33449
1584,0,76,11,23.33853
1584,0,77,11,23.34319
1584,0,78,11,23.34863
1584,0,79,11,23.35602
1584,0,80,11,23.35836
1584,0,81,11,23.36144
1584,0,82,11,23.36464
NumOfSatsInConstellation,RepetitionNumber,SampleNumber,PathLengthHops,PathLengthDist
1584,0,1,10,7.118541
1584,0,2,10,7.123273
1584,0,3,10,7.128685
1584,0,4,10,7.134354
1584,0,5,10,7.140123
1584,0,6,10,7.14601
1584,0,7,10,7.152304
1584,0,8,10,7.158636
1584,0,9,10,7.165133
1584,0,10,10,7.172354
1584,0,11,10,7.179301
1584,0,12,10,7.186152
1584,0,13,10,7.192639
1584,0,14,10,7.199278
1584,0,15,10,7.205867
1584,0,16,10,7.212811
1584,0,17,10,7.219908
1584,0,18,10,7.227083
1584,0,19,10,7.234823
1584,0,20,10,7.242749
1584,0,21,10,7.25054
1584,0,22,10,7.258523
1584,0,23,10,7.267012
1584,0,24,10,7.275537
1584,0,25,10,7.284094
1584,0,26,5,7.187627
1584,0,27,5,7.183864
1584,0,28,5,7.179955
1584,0,29,5,7.176462
1584,0,30,5,7.173078
1584,0,31,5,7.169807
1584,0,32,10,7.134092
1584,0,33,10,7.129874
1584,0,34,10,7.12609
1584,0,35,10,7.122404
1584,0,36,10,7.118843
1584,0,37,10,7.115361
1584,0,38,10,7.111768
1584,0,39,10,7.10855
1584,0,40,10,7.105464
1584,0,41,9,6.834868
1584,0,42,9,6.839561
1584,0,43,9,6.844052
1584,0,44,9,6.848527
1584,0,45,9,6.85315
1584,0,46,9,6.857905
1584,0,47,9,6.862798
1584,0,48,9,6.868197
1584,0,49,9,6.873393
1584,0,50,9,6.878702
1584,0,51,9,6.884136
1584,0,52,9,6.890113
1584,0,53,9,6.895854
1584,0,54,9,6.901736
1584,0,55,9,6.907702
1584,0,56,9,6.914323
1584,0,57,9,6.920655
1584,0,58,9,6.927128
1584,0,59,9,6.933915
1584,0,60,9,6.940659
1584,0,61,9,6.947502
1584,0,62,9,6.95444
1584,0,63,9,6.96156
1584,0,64,9,6.968909
NumOfSatsInConstellation,RepetitionNumber,SampleNumber,PathLengthHops,PathLengthDist
1584,0,1,18,22.39412
1584,0,2,18,22.38371
1584,0,3,18,22.37248
1584,0,4,18,22.36155
1584,0,5,18,22.35238
1584,0,6,18,22.34291
1584,0,7,18,22.33366
1584,0,8,18,22.32487
1584,0,9,18,22.31649
1584,0,10,18,22.30825
1584,0,11,18,22.30081
