NumOfSatsInConstellation,RepetitionNumber,SampleNumber,NumOfComponents
1386,16,0,1
1386,17,0,1
1386,18,0,1
1386,19,0,1
1386,20,0,2
1386,21,0,1
1386,22,0,1
1386,23,0,1
1386,24,0,1
1386,25,0,1
1386,26,0,2
1386,27,0,2
1386,28,0,1
1386,29,0,2
1386,30,0,1
1386,31,0,1
1386,32,0,1
1386,33,0,2
1386,34,0,2
1386,35,0,1
1386,36,0,1
1386,37,0,2
1386,38,0,1
1386,39,0,1
1386,40,0,1
1386,41,0,1
1386,42,0,1
1386,43,0,1
1386,44,0,1
1386,45,0,1
1386,46,0,1
1386,47,0,1
1386,48,0,1
1386,49,0,1
1386,50,0,1
1386,51,0,1
1386,52,0,1
1386,53,0,1
1386,54,0,2
1386,55,0,1
1386,56,0,1
1386,57,0,2
1386,58,0,3
1386,59,0,4
1386,60,0,1
1386,61,0,1
1386,62,0,1
1386,63,0,2
1386,64,0,1
1386,65,0,1
1386,66,0,1
1386,67,0,2
1386,68,0,1
1386,69,0,1
1386,70,0,2
1386,71,0,1
1386,72,0,2
1386,73,0,1
1386,74,0,1
1386,75,0,1
1386,76,0,1
1386,77,0,1
1386,78,0,1
1386,79,0,1
1386,80,0,2
1386,81,0,2
1386,82,0,3
1386,83,0,1
1386,84,0,1
1386,85,0,1
1386,86,0,1
1386,87,0,1
1386,88,0,3
1386,89,0,2
1386,90,0,1
1386,91,0,1
1386,92,0,1
1386,93,0,1
1386,94,0,1
1386,95,0,1
1386,96,0,2
1386,97,0,1
1386,98,0,1
1386,99,0,1
1320,0,0,1
1320,1,0,2
1320,2,0,2
1320,3,0,1
1320,4,0,3
1320,5,0,1
1320,6,0,2
1320,7,0,3
1320,8,0,2
1320,9,0,3
1320,10,0,2
1320,11,0,2
1320,12,0,1
1320,13,0,2
1320,14,0,2
1320,15,0,3
1320,16,0,2
1320,17,0,2
1320,18,0,1
1320,19,0,2
1320,20,0,1
1320,21,0,2
1320,22,0,3
1320,23,0,2
1320,24,0,2
1320,25,0,2
1320,26,0,3
1320,27,0,2
1320,28,0,1
1320,29,0,1
1320,30,0,3
1320,31,0,1
1320,32,0,2
1320,33,0,2
1320,34,0,2
1320,35,0,1
1320,36,0,1
1320,37,0,4
1320,38,0,1
1320,39,0,2
1320,40,0,1
1320,41,0,3
1320,42,0,1
1320,43,0,3
1320,44,0,2
1320,45,0,4
1320,46,0,3
1320,47,0,3
1320,48,0,2
1320,49,0,1
1320,50,0,2
1320,51,0,2
1320,52,0,1
1320,53,0,3
1320,54,0,2
1320,55,0,2
1320,56,0,4
1320,57,0,1
1320,58,0,1
1320,59,0,3
1320,60,0,1
1320,61,0,3
1320,62,0,3
1320,63,0,3
1320,64,0,3
1320,65,0,1
1320,66,0,3
1320,67,0,3
1320,68,0,1
1320,69,0,2
1320,70,0,3
1320,71,0,2
1320,72,0,5
1320,73,0,2
1320,74,0,2
1320,75,0,2
1320,76,0,1
1320,77,0,2
1320,78,0,2
1320,79,0,4
1320,80,0,3
1320,81,0,1
1320,82,0,2
1320,83,0,2
1320,84,0,3
1320,85,0,4
1320,86,0,4
1320,87,0,2
1320,88,0,2
1320,89,0,4
1320,90,0,2
1320,91,0,1
1320,92,0,2
1320,93,0,1
1320,94,0,3
1320,95,0,3
1320,96,0,2
1320,97,0,2
1320,98,0,3
1320,99,0,2
1254,0,0,6
1254,1,0,2
1254,2,0,2
1254,3,0,4
1254,4,0,1
1254,5,0,5
1254,6,0,1
1254,7,0,4
1254,8,0,1
1254,9,0,8
1254,10,0,8
1254,11,0,1
1254,12,0,4
1254,13,0,5
1254,14,0,3
1254,15,0,4
1254,16,0,6
1254,17,0,3
1254,18,0,2
1254,19,0,2
1254,20,0,7
1254,21,0,3
1254,22,0,6
1254,23,0,5
1254,24,0,10
1254,25,0,10
1254,26,0,8
1254,27,0,2
1254,28,0,4
1254,29,0,6
1254,30,0,5
1254,31,0,6
1254,32,0,2
1254,33,0,2
1254,34,0,3
1254,35,0,2
1254,36,0,5
1254,37,0,6
1254,38,0,4
1254,39,0,3
1254,40,0,5
1254,41,0,5
1254,42,0,4
1254,43,0,6
1254,44,0,3
1254,45,0,4
1254,46,0,2
1254,47,0,3
1254,48,0,3
1254,49,0,5
1254,50,0,4
1254,51,0,6
1254,52,0,6
1254,53,0,7
1254,54,0,4
1254,55,0,3
1254,56,0,3
1254,57,0,8
1254,58,0,3
1254,59,0,6
1254,60,0,4
1254,61,0,4
1254,62,0,5
1254,63,0,6
1254,64,0,1
1254,65,0,2
1254,66,0,2
1254,67,0,5
1254,68,0,2
1254,69,0,3
1254,70,0,2
1254,71,0,2
1254,72,0,1
1254,73,0,6
1254,74,0,5
1254,75,0,2
1254,76,0,1
1254,77,0,5
1254,78,0,5
1254,79,0,5
1254,80,0,4
1254,81,0,2
1254,82,0,3
1254,83,0,2
1254,84,0,3
1254,85,0,5
1254,86,0,5
1254,87,0,6
1254,88,0,4
1254,89,0,1
1254,90,0,1
1254,91,0,4
1254,92,0,3
1254,93,0,3
1254,94,0,4
1254,95,0,4
1254,96,0,3
1254,97,0,4
1254,98,0,3
1254,99,0,4
1188,0,0,6
1188,1,0,8
1188,2,0,10
1188,3,0,14
1188,4,0,4
1188,5,0,7
1188,6,0,11
1188,7,0,6
1188,8,0,14
1188,9,0,5
1188,10,0,4
1188,11,0,5
1188,12,0,10
1188,13,0,12
1188,14,0,10
1188,15,0,10
1188,16,0,10
1188,17,0,4
1188,18,0,3
1188,19,0,5
1188,20,0,9
1188,21,0,10
1188,22,0,5
1188,23,0,14
1188,24,0,9
1188,25,0,6
1188,26,0,8
1188,27,0,5
1188,28,0,7
1188,29,0,4
1188,30,0,6
1188,31,0,3
1188,32,0,3
1188,33,0,7
1188,34,0,5
1188,35,0,11
1188,36,0,4
1188,37,0,4
1188,38,0,7
1188,39,0,10
1188,40,0,6
1188,41,0,16
1188,42,0,9
1188,43,0,6
1188,44,0,5
1188,45,0,4
1188,46,0,6
1188,47,0,3
1188,48,0,6
1188,49,0,3
1188,50,0,8
1188,51,0,5
1188,52,0,4
1188,53,0,6
1188,54,0,4
1188,55,0,4
1188,56,0,6
1188,57,0,5
1188,58,0,10
1188,59,0,7
1188,60,0,15
1188,61,0,7
1188,62,0,7
1188,63,0,6
1188,64,0,7
1188,65,0,3
1188,66,0,8
1188,67,0,10
1188,68,0,9
1188,69,0,8
1188,70,0,5
1188,71,0,3
1188,72,0,5
1188,73,0,6
1188,74,0,7
1188,75,0,3
1188,76,0,8
1188,77,0,4
1188,78,0,5
1188,79,0,4
1188,80,0,8
1188,81,0,8
1188,82,0,6
1188,83,0,9
1188,84,0,3
1188,85,0,9
1188,86,0,8
1188,87,0,7
1188,88,0,7
1188,89,0,5
1188,90,0,4
1188,91,0,9
1188,92,0,7
1188,93,0,3
1188,94,0,6
1188,95,0,6
1188,96,0,6
1188,97,0,8
1188,98,0,6
1188,99,0,11
1122,0,0,18
1122,1,0,12
1122,2,0,14
1122,3,0,10
1122,4,0,12
1122,5,0,7
1122,6,0,18
1122,7,0,7
1122,8,0,13
1122,9,0,8
1122,10,0,13
1122,11,0,13
1122,12,0,7
1122,13,0,10
1122,14,0,13
1122,15,0,15
1122,16,0,14
1122,17,0,13
1122,18,0,8
1122,19,0,8
1122,20,0,14
1122,21,0,11
1122,22,0,9
1122,23,0,14
1122,24,0,10
1122,25,0,8
1122,26,0,10
1122,27,0,10
1122,28,0,12
1122,29,0,16
1122,30,0,23
1122,31,0,9
1122,32,0,14
1122,33,0,12
1122,34,0,9
1122,35,0,13
1122,36,0,13
1122,37,0,16
1122,38,0,6
1122,39,0,12
1122,40,0,13
1122,41,0,7
1122,42,0,14
1122,43,0,11
1122,44,0,10
1122,45,0,11
1122,46,0,7
1122,47,0,14
1122,48,0,6
1122,49,0,10
1122,50,0,17
1122,51,0,9
1122,52,0,15
1122,53,0,14
1122,54,0,12
1122,55,0,10
1122,56,0,14
1122,57,0,10
1122,58,0,12
1122,59,0,7
1122,60,0,9
1122,61,0,10
1122,62,0,13
1122,63,0,15
1122,64,0,13
1122,65,0,9
1122,66,0,8
1122,67,0,9
1122,68,0,13
1122,69,0,5
1122,70,0,9
1122,71,0,14
1122,72,0,12
1122,73,0,8
1122,74,0,9
1122,75,0,12
1122,76,0,9
1122,77,0,14
1122,78,0,12
1122,79,0,11
1122,80,0,11
1122,81,0,10
1122,82,0,12
1122,83,0,9
1122,84,0,11
1122,85,0,9
1122,86,0,10
1122,87,0,6
1122,88,0,9
1122,89,0,13
1122,90,0,10
1122,91,0,6
1122,92,0,12
1122,93,0,14
1122,94,0,12
1122,95,0,11
1122,96,0,18
1122,97,0,11
1122,98,0,9
1122,99,0,9
1056,0,0,13
1056,1,0,21
1056,2,0,22
1056,3,0,31
1056,4,0,13
1056,5,0,14
1056,6,0,15
1056,7,0,23
1056,8,0,15
1056,9,0,27
1056,10,0,20
1056,11,0,22
1056,12,0,25
1056,13,0,23
1056,14,0,13
1056,15,0,18
1056,16,0,14
1056,17,0,15
1056,18,0,22
1056,19,0,18
1056,20,0,20
1056,21,0,17
1056,22,0,19
1056,23,0,20
1056,24,0,28
1056,25,0,25
1056,26,0,15
1056,27,0,21
1056,28,0,17
1056,29,0,21
1056,30,0,24
1056,31,0,14
1056,32,0,21
1056,33,0,18
1056,34,0,18
1056,35,0,22
1056,36,0,18
1056,37,0,25
1056,38,0,21
1056,39,0,18
1056,40,0,21
1056,41,0,27
1056,42,0,18
1056,43,0,18
1056,44,0,27
1056,45,0,16
1056,46,0,16
1056,47,0,18
1056,48,0,16
1056,49,0,26
1056,50,0,20
1056,51,0,25
1056,52,0,27
1056,53,0,12
1056,54,0,23
1056,55,0,15
1056,56,0,19
1056,57,0,16
1056,58,0,20
1056,59,0,15
1056,60,0,24
1056,61,0,18
1056,62,0,22
1056,63,0,19
1056,64,0,30
1056,65,0,25
1056,66,0,17
1056,67,0,15
1056,68,0,25
1056,69,0,15
1056,70,0,13
1056,71,0,23
1056,72,0,16
1056,73,0,18
1056,74,0,20
1056,75,0,20
1056,76,0,16
1056,77,0,17
1056,78,0,18
1056,79,0,19
1056,80,0,19
1056,81,0,29
1056,82,0,11
1056,83,0,18
1056,84,0,21
1056,85,0,20
1056,86,0,18
1056,87,0,10
1056,88,0,19
1056,89,0,24
1056,90,0,15
1056,91,0,17
1056,92,0,22
1056,93,0,25
1056,94,0,26
1056,95,0,19
1056,96,0,20
1056,97,0,18
1056,98,0,21
1056,99,0,15
990,0,0,36
990,1,0,32
990,2,0,43
990,3,0,26
990,4,0,22
990,5,0,24
990,6,0,31
990,7,0,33
990,8,0,35
990,9,0,31
990,10,0,33
990,11,0,33
990,12,0,33
990,13,0,20
990,14,0,24
990,15,0,26
990,16,0,32
990,17,0,29
990,18,0,27
990,19,0,37
990,20,0,36
990,21,0,28
990,22,0,39
990,23,0,19
990,24,0,32
990,25,0,29
990,26,0,24
990,27,0,36
990,28,0,22
990,29,0,31
990,30,0,30
990,31,0,36
990,32,0,27
990,33,0,37
990,34,0,33
990,35,0,25
990,36,0,25
990,37,0,31
990,38,0,19
990,39,0,31
990,40,0,32
990,41,0,25
990,42,0,31
990,43,0,37
990,44,0,37
990,45,0,27
990,46,0,36
990,47,0,31
990,48,0,32
990,49,0,37
990,50,0,25
990,51,0,34
990,52,0,37
990,53,0,28
990,54,0,29
990,55,0,29
990,56,0,33
990,57,0,29
990,58,0,30
990,59,0,24
990,60,0,25
990,61,0,40
990,62,0,28
990,63,0,33
990,64,0,26
990,65,0,36
990,66,0,32
990,67,0,24
990,68,0,30
990,69,0,46
990,70,0,25
990,71,0,33
990,72,0,33
990,73,0,25
990,74,0,23
990,75,0,35
990,76,0,31
990,77,0,35
990,78,0,23
990,79,0,35
990,80,0,39
990,81,0,35
990,82,0,26
990,83,0,21
990,84,0,27
990,85,0,26
990,86,0,36
990,87,0,31
990,88,0,28
990,89,0,41
990,90,0,23
990,91,0,14
990,92,0,40
990,93,0,32
990,94,0,39
990,95,0,34
990,96,0,34
990,97,0,33
990,98,0,25
990,99,0,37
924,0,0,53
924,1,0,42
924,2,0,43
924,3,0,53
924,4,0,44
924,5,0,51
924,6,0,62
924,7,0,42
924,8,0,53
924,9,0,42
924,10,0,59
924,11,0,48
924,12,0,54
924,13,0,45
924,14,0,55
924,15,0,50
924,16,0,50
924,17,0,48
924,18,0,47
924,19,0,55
924,20,0,41
924,21,0,46
924,22,0,57
924,23,0,41
924,24,0,50
924,25,0,64
924,26,0,46
924,27,0,51
924,28,0,56
924,29,0,51
924,30,0,36
924,31,0,50
924,32,0,58
924,33,0,48
924,34,0,37
924,35,0,62
924,36,0,49
924,37,0,47
924,38,0,44
924,39,0,58
924,40,0,46
924,41,0,39
924,42,0,60
924,43,0,44
924,44,0,54
924,45,0,50
924,46,0,55
924,47,0,57
924,48,0,46
924,49,0,56
924,50,0,52
924,51,0,45
924,52,0,46
924,53,0,64
924,54,0,53
924,55,0,40
924,56,0,49
924,57,0,38
924,58,0,40
924,59,0,64
924,60,0,42
924,61,0,39
924,62,0,57
924,63,0,53
924,64,0,47
924,65,0,46
924,66,0,50
924,67,0,48
924,68,0,55
924,69,0,59
924,70,0,59
924,71,0,45
924,72,0,62
924,73,0,41
924,74,0,46
924,75,0,41
924,76,0,44
924,77,0,61
924,78,0,55
924,79,0,43
924,80,0,47
924,81,0,55
924,82,0,46
924,83,0,50
924,84,0,47
924,85,0,52
924,86,0,58
924,87,0,43
924,88,0,53
924,89,0,58
924,90,0,52
924,91,0,49
924,92,0,53
924,93,0,48
924,94,0,44
924,95,0,69
924,96,0,61
924,97,0,53
924,98,0,47
924,99,0,57
858,0,0,72
858,1,0,78
858,2,0,66
858,3,0,62
858,4,0,74
858,5,0,71
858,6,0,94
858,7,0,68
858,8,0,65
858,9,0,79
858,10,0,82
858,11,0,82
858,12,0,68
858,13,0,71
858,14,0,77
858,15,0,75
858,16,0,73
858,17,0,77
858,18,0,71
858,19,0,69
858,20,0,80
858,21,0,76
858,22,0,72
858,23,0,69
858,24,0,82
858,25,0,70
858,26,0,67
858,27,0,70
858,28,0,69
858,29,0,65
858,30,0,81
858,31,0,90
858,32,0,69
858,33,0,72
858,34,0,78
858,35,0,59
858,36,0,80
858,37,0,77
858,38,0,70
858,39,0,76
858,40,0,68
858,41,0,74
858,42,0,75
858,43,0,68
858,44,0,90
858,45,0,72
858,46,0,93
858,47,0,58
858,48,0,78
858,49,0,61
858,50,0,70
858,51,0,71
858,52,0,65
858,53,0,71
858,54,0,73
858,55,0,86
858,56,0,82
858,57,0,73
858,58,0,81
858,59,0,85
858,60,0,66
858,61,0,71
858,62,0,83
858,63,0,75
858,64,0,76
858,65,0,81
858,66,0,81
858,67,0,74
858,68,0,84
858,69,0,70
858,70,0,74
858,71,0,83
858,72,0,71
858,73,0,89
858,74,0,75
858,75,0,69
858,76,0,66
858,77,0,68
858,78,0,73
858,79,0,83
858,80,0,77
858,81,0,84
858,82,0,60
858,83,0,89
858,84,0,58
858,85,0,77
858,86,0,71
858,87,0,61
858,88,0,91
858,89,0,81
858,90,0,84
858,91,0,66
858,92,0,57
858,93,0,74
858,94,0,70
858,95,0,75
858,96,0,79
858,97,0,69
858,98,0,57
858,99,0,89
792,0,0,102
792,1,0,99
792,2,0,89
792,3,0,103
792,4,0,110
792,5,0,98
792,6,0,94
792,7,0,99
792,8,0,115
792,9,0,107
792,10,0,102
792,11,0,112
792,12,0,96
792,13,0,101
792,14,0,96
792,15,0,124
792,16,0,114
792,17,0,97
792,18,0,114
792,19,0,100
792,20,0,106
792,21,0,109
792,22,0,112
792,23,0,91
792,24,0,90
792,25,0,100
792,26,0,101
792,27,0,102
792,28,0,93
792,29,0,101
792,30,0,108
792,31,0,101
792,32,0,107
792,33,0,118
792,34,0,107
792,35,0,122
792,36,0,114
792,37,0,122
792,38,0,93
792,39,0,121
792,40,0,111
792,41,0,104
792,42,0,116
792,43,0,105
792,44,0,101
792,45,0,106
792,46,0,85
792,47,0,94
792,48,0,103
792,49,0,107
792,50,0,109
792,51,0,102
792,52,0,103
792,53,0,106
792,54,0,115
792,55,0,112
792,56,0,111
792,57,0,105
792,58,0,125
792,59,0,101
792,60,0,101
792,61,0,111
792,62,0,112
792,63,0,104
792,64,0,104
792,65,0,116
792,66,0,110
792,67,0,88
792,68,0,100
792,69,0,99
792,70,0,90
792,71,0,89
792,72,0,106
792,73,0,90
792,74,0,100
792,75,0,101
792,76,0,104
792,77,0,112
792,78,0,115
792,79,0,90
792,80,0,99
792,81,0,100
792,82,0,95
792,83,0,120
792,84,0,102
792,85,0,91
792,86,0,108
792,87,0,115
792,88,0,106
792,89,0,105
792,90,0,104
792,91,0,92
792,92,0,99
792,93,0,102
792,94,0,99
792,95,0,102
792,96,0,108
792,97,0,115
792,98,0,94
792,99,0,102
726,0,0,131
726,1,0,143
726,2,0,155
726,3,0,149
726,4,0,135
726,5,0,134
726,6,0,140
726,7,0,133
726,8,0,132
726,9,0,114
726,10,0,143
726,11,0,118
726,12,0,127
726,13,0,147
726,14,0,134
726,15,0,136
726,16,0,140
726,17,0,130
726,18,0,143
726,19,0,141
726,20,0,136
726,21,0,147
726,22,0,125
726,23,0,127
726,24,0,129
726,25,0,138
726,26,0,125
726,27,0,121
726,28,0,139
726,29,0,116
726,30,0,125
726,31,0,118
726,32,0,130
726,33,0,127
726,34,0,149
726,35,0,153
726,36,0,130
726,37,0,121
726,38,0,152
726,39,0,144
726,40,0,118
726,41,0,137
726,42,0,148
726,43,0,132
726,44,0,146
726,45,0,142
726,46,0,134
726,47,0,138
726,48,0,120
726,49,0,117
726,50,0,118
726,51,0,126
726,52,0,138
726,53,0,118
726,54,0,126
726,55,0,141
726,56,0,126
726,57,0,142
726,58,0,134
726,59,0,131
726,60,0,134
726,61,0,133
726,62,0,139
726,63,0,138
726,64,0,154
726,65,0,135
726,66,0,132
726,67,0,154
726,68,0,134
726,69,0,132
726,70,0,132
726,71,0,141
726,72,0,127
726,73,0,131
726,74,0,119
726,75,0,136
726,76,0,116
726,77,0,143
726,78,0,129
726,79,0,117
726,80,0,140
726,81,0,137
726,82,0,133
726,83,0,135
726,84,0,141
726,85,0,152
726,86,0,124
726,87,0,114
726,88,0,134
726,89,0,125
726,90,0,123
726,91,0,129
726,92,0,141
726,93,0,135
726,94,0,132
726,95,0,126
726,96,0,127
726,97,0,134
726,98,0,128
726,99,0,136
660,0,0,176
660,1,0,160
660,2,0,158
660,3,0,160
660,4,0,144
660,5,0,163
660,6,0,171
660,7,0,166
660,8,0,154
660,9,0,161
660,10,0,154
660,11,0,140
660,12,0,148
660,13,0,155
660,14,0,159
660,15,0,148
660,16,0,148
660,17,0,174
660,18,0,154
660,19,0,158
660,20,0,159
660,21,0,141
660,22,0,165
660,23,0,168
660,24,0,161
660,25,0,169
660,26,0,163
660,27,0,175
660,28,0,168
660,29,0,141
660,30,0,152
660,31,0,171
660,32,0,140
660,33,0,151
660,34,0,167
660,35,0,150
660,36,0,151
660,37,0,172
660,38,0,155
660,39,0,170
660,40,0,155
660,41,0,164
660,42,0,177
660,43,0,151
660,44,0,186
660,45,0,167
660,46,0,173
660,47,0,174
660,48,0,148
660,49,0,162
660,50,0,159
660,51,0,164
660,52,0,172
660,53,0,147
660,54,0,159
660,55,0,154
660,56,0,160
660,57,0,167
660,58,0,175
660,59,0,151
660,60,0,151
660,61,0,137
660,62,0,155
660,63,0,166
660,64,0,184
660,65,0,138
660,66,0,176
660,67,0,144
660,68,0,152
660,69,0,153
660,70,0,157
660,71,0,177
660,72,0,172
660,73,0,145
660,74,0,161
660,75,0,158
660,76,0,154
660,77,0,165
660,78,0,160
660,79,0,154
660,80,0,160
660,81,0,170
660,82,0,163
660,83,0,163
660,84,0,179
660,85,0,153
660,86,0,152
660,87,0,173
660,88,0,180
660,89,0,155
660,90,0,182
660,91,0,162
660,92,0,150
660,93,0,147
660,94,0,145
660,95,0,163
660,96,0,157
660,97,0,170
660,98,0,162
660,99,0,176
594,0,0,187
594,1,0,189
594,2,0,183
594,3,0,173
594,4,0,174
594,5,0,169
594,6,0,176
594,7,0,185
594,8,0,189
594,9,0,188
594,10,0,176
594,11,0,180
594,12,0,193
594,13,0,173
594,14,0,175
594,15,0,173
594,16,0,167
594,17,0,172
594,18,0,177
594,19,0,182
594,20,0,190
594,21,0,182
594,22,0,183
594,23,0,167
594,24,0,186
594,25,0,182
594,26,0,185
594,27,0,174
594,28,0,187
594,29,0,173
594,30,0,174
594,31,0,178
594,32,0,165
594,33,0,157
594,34,0,173
594,35,0,176
594,36,0,196
594,37,0,179
594,38,0,187
594,39,0,192
594,40,0,179
594,41,0,184
594,42,0,183
594,43,0,200
594,44,0,185
594,45,0,185
594,46,0,177
594,47,0,183
594,48,0,172
594,49,0,173
594,50,0,183
594,51,0,181
594,52,0,178
594,53,0,178
594,54,0,174
594,55,0,189
594,56,0,167
594,57,0,199
594,58,0,178
594,59,0,177
594,60,0,185
594,61,0,183
594,62,0,184
594,63,0,183
594,64,0,152
594,65,0,175
594,66,0,196
594,67,0,179
594,68,0,175
594,69,0,190
594,70,0,179
594,71,0,192
594,72,0,166
594,73,0,180
594,74,0,175
594,75,0,176
594,76,0,193
594,77,0,171
594,78,0,180
594,79,0,179
594,80,0,192
594,81,0,168
594,82,0,177
594,83,0,181
594,84,0,170
594,85,0,175
594,86,0,173
594,87,0,186
594,88,0,182
594,89,0,199
594,90,0,192
594,91,0,186
594,92,0,178
594,93,0,178
594,94,0,174
594,95,0,169
594,96,0,172
594,97,0,177
594,98,0,172
594,99,0,176
528,0,0,192
528,1,0,194
528,2,0,212
528,3,0,192
528,4,0,193
528,5,0,179
528,6,0,195
528,7,0,200
528,8,0,189
528,9,0,179
528,10,0,205
528,11,0,198
528,12,0,191
528,13,0,189
528,14,0,202
528,15,0,206
528,16,0,198
528,17,0,204
528,18,0,199
528,19,0,198
528,20,0,188
528,21,0,192
528,22,0,202
528,23,0,190
528,24,0,207
528,25,0,199
528,26,0,192
528,27,0,183
