time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
3,-1.428405,-0.1593716,0.01128973,2.84041E-08,-0.03980137,-0.6572402,1.425032,-0.27851,-1.321476,-1.434401,-0.1846482,0.668947,1.43254,-0.1928122,-0.6688021,-1.4242,-0.2860096,1.319466,4.130767E-08,-0.04084254,0.6570501,1.428393,-0.1619695,-0.01226848
4,-1.428324,-0.1586825,0.0111044,-7.466875E-09,-0.0390791,-0.6572835,1.424753,-0.2784851,-1.321554,-1.434519,-0.1837503,0.6688254,1.432458,-0.1925856,-0.668967,-1.424318,-0.285826,1.31923,-2.107139E-08,-0.04060755,0.6570069,1.428509,-0.16153,-0.01246023
5,-1.428245,-0.1579997,0.01092532,1.633432E-08,-0.03836331,-0.6573257,1.424477,-0.2784597,-1.321633,-1.434636,-0.182861,0.6687073,1.432377,-0.1923603,-0.6691276,-1.424435,-0.2856449,1.319,-4.941265E-09,-0.04037552,0.6569685,1.428625,-0.1610948,-0.01264621
6,-1.428165,-0.1573129,0.01074299,-3.126807E-08,-0.03764367,-0.6573673,1.424199,-0.2784349,-1.321713,-1.434753,-0.1819659,0.6685875,1.432295,-0.1921343,-0.6692934,-1.424553,-0.2854622,1.318767,-9.678336E-09,-0.04014153,0.6569272,1.42874,-0.1606569,-0.0128328
7,-1.428085,-0.1566264,0.01056387,-7.466875E-09,-0.0369247,-0.6574081,1.423921,-0.2784098,-1.321796,-1.434871,-0.1810725,0.6684721,1.432214,-0.1919084,-0.6694577,-1.42467,-0.2852798,1.318539,1.037993E-09,-0.03990823,0.6568887,1.428856,-0.1602192,-0.01302014
8,-1.428005,-0.1559393,0.01038655,1.633432E-08,-0.03620491,-0.6574481,1.423643,-0.2783843,-1.32188,-1.434949,-0.1803638,0.6683413,1.432132,-0.1916817,-0.6696221,-1.424788,-0.2850979,1.318315,1.310777E-08,-0.03967471,0.6568521,1.428972,-0.1597813,-0.01320607
9,-1.427925,-0.1552524,0.0102147,-3.126807E-08,-0.03548507,-0.6574874,1.423365,-0.2783593,-1.321965,-1.434869,-0.1803973,0.6681392,1.43205,-0.1914547,-0.6697859,-1.424905,-0.2849158,1.318091,-2.073303E-08,-0.03944166,0.6568176,1.429088,-0.1593428,-0.01339045
10,-1.427845,-0.1545662,0.01003955,-7.466875E-09,-0.03476639,-0.6575258,1.423088,-0.2783341,-1.322052,-1.434789,-0.1804302,0.6679361,1.431969,-0.191228,-0.6699485,-1.425023,-0.2847335,1.317867,-3.926178E-09,-0.03920881,0.6567857,1.429204,-0.1589049,-0.01357535
11,-1.427765,-0.153878,0.009866357,-7.466875E-09,-0.03404547,-0.6575635,1.42281,-0.2783083,-1.322141,-1.434709,-0.1804628,0.6677342,1.431887,-0.1910003,-0.6701142,-1.42514,-0.2845503,1.317646,-1.667268E-08,-0.03897526,0.6567526,1.429319,-0.1584654,-0.0137591
12,-1.427686,-0.153199,0.009695692,-3.126807E-08,-0.03333444,-0.6575999,1.422535,-0.2782837,-1.32223,-1.43463,-0.1804951,0.6675344,1.431807,-0.1907758,-0.6702792,-1.425256,-0.2843703,1.317428,-7.986525E-09,-0.03874509,0.6567202,1.429434,-0.1580321,-0.01394054
13,-1.427606,-0.1525113,0.009524581,2.84041E-08,-0.03261463,-0.657636,1.422258,-0.2782587,-1.322321,-1.43455,-0.180528,0.6673362,1.431725,-0.1905486,-0.6704464,-1.425374,-0.2841882,1.31721,1.276941E-08,-0.03851219,0.6566886,1.42955,-0.1575937,-0.01412313
14,-1.427525,-0.1518146,0.009354576,4.602903E-09,-0.03188555,-0.6576717,1.421976,-0.278233,-1.322416,-1.434469,-0.180561,0.6671349,1.431642,-0.190318,-0.6706142,-1.425493,-0.2840035,1.316993,-1.00167E-08,-0.03827612,0.6566598,1.429667,-0.1571486,-0.01430201
15,-1.427445,-0.1511266,0.009191602,2.84041E-08,-0.03116471,-0.6577063,1.421699,-0.2782073,-1.32251,-1.434389,-0.1805929,0.6669367,1.431561,-0.1900895,-0.6707804,-1.42561,-0.2838217,1.316783,-2.107139E-08,-0.03804321,0.6566327,1.429783,-0.1567088,-0.01448106
16,-1.427365,-0.1504379,0.009026289,2.84041E-08,-0.03044395,-0.65774,1.421421,-0.2781816,-1.322607,-1.434309,-0.1806255,0.6667386,1.431479,-0.189861,-0.6709473,-1.425728,-0.2836395,1.316572,1.479958E-08,-0.03781017,0.6566064,1.429899,-0.1562693,-0.01465972
17,-1.427285,-0.1497505,0.008861165,-3.126807E-08,-0.02972433,-0.657773,1.421143,-0.2781568,-1.322705,-1.434229,-0.1806576,0.6665401,1.431397,-0.1896331,-0.6711127,-1.425845,-0.2834576,1.316362,-1.667268E-08,-0.03757788,0.6565834,1.430014,-0.15583,-0.01483872
18,-1.427205,-0.1490614,0.008699383,4.602903E-09,-0.02900363,-0.6578051,1.420865,-0.2781311,-1.322804,-1.434149,-0.1806896,0.666344,1.431316,-0.189404,-0.6712797,-1.425963,-0.2832753,1.316155,8.1436E-09,-0.03734516,0.6565601,1.43013,-0.1553895,-0.01501488
19,-1.427125,-0.1483731,0.008536632,-7.466875E-09,-0.02828304,-0.6578366,1.420588,-0.2781058,-1.322905,-1.434069,-0.1807212,0.6661497,1.431234,-0.1891753,-0.6714494,-1.42608,-0.2830931,1.315948,3.744891E-09,-0.03711225,0.6565357,1.430246,-0.1549493,-0.01519248
20,-1.427045,-0.1476818,0.008375335,-7.466875E-09,-0.02755965,-0.6578673,1.420309,-0.2780798,-1.323008,-1.433989,-0.1807526,0.6659524,1.431152,-0.1889456,-0.6716197,-1.426198,-0.2829101,1.315742,2.290612E-11,-0.03687876,0.6565129,1.430362,-0.1545075,-0.01536617
21,-1.426965,-0.1469927,0.008216977,4.602903E-09,-0.02683922,-0.657897,1.420031,-0.2780541,-1.323112,-1.433909,-0.180784,0.6657574,1.431071,-0.1887164,-0.6717888,-1.426315,-0.2827277,1.31554,-1.330543E-09,-0.03664612,0.6564925,1.430478,-0.1540669,-0.01554052
22,-1.426886,-0.1463102,0.008065111,-7.466875E-09,-0.02612466,-0.6579258,1.419756,-0.278029,-1.323217,-1.43383,-0.1808156,0.6655685,1.43099,-0.1884889,-0.6719531,-1.426432,-0.2825483,1.315346,-1.870285E-08,-0.03641626,0.656477,1.430593,-0.1536302,-0.01570895
23,-1.426805,-0.1456146,0.007910726,2.84041E-08,-0.02539737,-0.6579542,1.419476,-0.2780033,-1.323326,-1.433749,-0.1808468,0.6653721,1.430908,-0.1882572,-0.6721253,-1.42655,-0.2823651,1.315148,-1.069342E-08,-0.03618133,0.6564579,1.430709,-0.1531852,-0.01588413
24,-1.426725,-0.144926,0.007757826,2.84041E-08,-0.0246772,-0.6579816,1.419199,-0.2779778,-1.323434,-1.433669,-0.1808783,0.6651803,1.430826,-0.1880276,-0.6722912,-1.426667,-0.2821836,1.314953,-2.637392E-08,-0.03594988,0.6564456,1.430825,-0.1527446,-0.01605488
25,-1.426645,-0.1442353,0.007604601,2.84041E-08,-0.02395489,-0.6580083,1.418921,-0.2779519,-1.323545,-1.433589,-0.1809087,0.6649873,1.430744,-0.1877969,-0.6724624,-1.426785,-0.2820005,1.314758,-5.61799E-09,-0.0357171,0.6564296,1.430941,-0.1523027,-0.01622639
26,-1.426565,-0.1435454,0.007453494,-3.126807E-08,-0.02323371,-0.6580343,1.418643,-0.2779265,-1.323657,-1.433509,-0.1809399,0.6647989,1.430663,-0.1875669,-0.6726335,-1.426902,-0.2818189,1.314565,4.421615E-09,-0.03548508,0.6564155,1.431057,-0.1518612,-0.0163966
27,-1.426486,-0.1428644,0.007308097,-7.466875E-09,-0.02252138,-0.658059,1.418369,-0.2779009,-1.323769,-1.43343,-0.1809699,0.6646126,1.430582,-0.1873387,-0.6728003,-1.427018,-0.2816395,1.314379,-4.602903E-09,-0.03525572,0.6564049,1.431171,-0.151425,-0.0165613
28,-1.426407,-0.1421765,0.007160218,1.633432E-08,-0.02180226,-0.6580833,1.418092,-0.2778756,-1.323884,-1.433351,-0.1810003,0.6644228,1.430501,-0.187109,-0.6729716,-1.427136,-0.2814582,1.314191,1.682976E-08,-0.03502447,0.6563931,1.431287,-0.1509841,-0.01672591
29,-1.426325,-0.141474,0.007014487,3.0986E-08,-0.02141096,-0.6580745,1.417809,-0.277849,-1.324002,-1.433269,-0.181031,0.6642299,1.430418,-0.1868742,-0.6731465,-1.427255,-0.2812735,1.314005,-9.001612E-09,-0.03478841,0.6563826,1.431404,-0.1505341,-0.01689602
30,-1.426246,-0.1407844,0.006870508,2.779288E-08,-0.02163735,-0.6580084,1.417532,-0.2778234,-1.32412,-1.433189,-0.1810616,0.6640422,1.430336,-0.1866433,-0.6733177,-1.427372,-0.2810922,1.313821,-3.280281E-08,-0.0345568,0.6563744,1.43152,-0.1500928,-0.01706132
31,-1.426166,-0.1400942,0.006726024,2.426138E-08,-0.02186372,-0.6579438,1.417254,-0.2777974,-1.32424,-1.43311,-0.1810911,0.6638533,1.430255,-0.1864121,-0.6734879,-1.42749,-0.2809101,1.313638,6.113426E-09,-0.03432496,0.656369,1.431636,-0.1496502,-0.01722766
32,-1.426085,-0.1393997,0.006584202,1.069029E-08,-0.0220912,-0.6578799,1.416975,-0.2777714,-1.324362,-1.433029,-0.1811212,0.6636691,1.430173,-0.1861791,-0.6736608,-1.427608,-0.2807273,1.313457,1.81832E-08,-0.03409218,0.6563634,1.431752,-0.1492051,-0.0173921
33,-1.426008,-0.1387291,0.006449142,-6.23535E-10,-0.02231097,-0.6578196,1.416705,-0.2777463,-1.324481,-1.432951,-0.1811498,0.6634859,1.430094,-0.185954,-0.6738276,-1.427722,-0.2805512,1.313285,-2.874246E-08,-0.03386723,0.6563597,1.431865,-0.1487748,-0.0175495
34,-1.425926,-0.13802,0.006305299,2.95058E-09,-0.02254368,-0.6577572,1.416421,-0.2777196,-1.324609,-1.432869,-0.1811804,0.6632972,1.43001,-0.1857161,-0.6740068,-1.427842,-0.2803646,1.313102,1.412286E-08,-0.03362957,0.6563545,1.431983,-0.1483204,-0.01771421
35,-1.425846,-0.1373307,0.006170489,-3.645188E-08,-0.02277051,-0.6576977,1.416143,-0.277694,-1.324735,-1.43279,-0.18121,0.6631147,1.429928,-0.1854846,-0.6741779,-1.427959,-0.2801838,1.31293,-1.836449E-08,-0.03339854,0.6563542,1.432099,-0.1478782,-0.0178731
36,-1.425685,-0.1370237,0.006037081,-3.435678E-09,-0.02299819,-0.6576394,1.415865,-0.2776684,-1.324862,-1.43271,-0.1812396,0.6629301,1.429847,-0.185252,-0.6743523,-1.428077,-0.2800026,1.31276,-8.324887E-09,-0.03316677,0.6563531,1.432215,-0.1474344,-0.0180341
37,-1.425408,-0.1372645,0.005897987,-1.76835E-08,-0.02322552,-0.6575821,1.415587,-0.2776423,-1.324992,-1.432629,-0.1812685,0.6627442,1.429765,-0.1850188,-0.6745255,-1.428195,-0.2798198,1.312587,5.436702E-09,-0.03293467,0.6563547,1.432331,-0.1469892,-0.01819584
38,-1.425132,-0.1375044,0.005762392,2.63874E-08,-0.02345259,-0.6575265,1.415309,-0.2776164,-1.325122,-1.432549,-0.1812977,0.6625632,1.429683,-0.1847861,-0.6746982,-1.428312,-0.2796389,1.31242,-4.264541E-09,-0.03270396,0.6563579,1.432447,-0.1465461,-0.01835253
39,-1.424859,-0.1377421,0.005625655,-3.652186E-09,-0.02367747,-0.6574727,1.415034,-0.2775908,-1.325253,-1.43247,-0.181326,0.6623828,1.429603,-0.1845558,-0.6748714,-1.428429,-0.2794595,1.312255,5.775064E-09,-0.03247505,0.6563606,1.432562,-0.1461072,-0.01850873
40,-1.42458,-0.1379845,0.005484491,-1.586983E-08,-0.02390754,-0.657419,1.414754,-0.2775645,-1.325388,-1.43239,-0.1813552,0.6622018,1.42952,-0.1843203,-0.6750494,-1.428547,-0.2792755,1.312087,1.714717E-09,-0.03224119,0.6563637,1.432678,-0.1456581,-0.01866809
41,-1.424303,-0.1382244,0.005344989,-1.87246E-08,-0.02413516,-0.6573671,1.414476,-0.2775379,-1.325524,-1.43231,-0.1813837,0.6620206,1.429438,-0.1840866,-0.6752255,-1.428665,-0.2790937,1.311924,1.141596E-08,-0.03200997,0.6563688,1.432794,-0.145213,-0.01882111
42,-1.424027,-0.1384642,0.005206832,1.361488E-08,-0.02436289,-0.6573166,1.414198,-0.2775124,-1.325661,-1.43223,-0.1814121,0.661842,1.429357,-0.1838533,-0.6754,-1.428782,-0.278913,1.311764,6.996306E-10,-0.03177936,0.6563767,1.43291,-0.1447691,-0.01897457
43,-1.42375,-0.1387045,0.005071237,-6.329408E-10,-0.02459183,-0.6572672,1.413919,-0.2774861,-1.325799,-1.43215,-0.1814408,0.6616639,1.429275,-0.1836189,-0.6755749,-1.4289,-0.2787322,1.31161,1.513794E-08,-0.03154778,0.6563865,1.433026,-0.1443232,-0.0191272
44,-1.423475,-0.1389425,0.004931012,-4.841157E-09,-0.02481893,-0.6572195,1.413643,-0.2774602,-1.325939,-1.43207,-0.1814687,0.6614859,1.429194,-0.1833854,-0.6757476,-1.429017,-0.2785512,1.311453,8.820324E-09,-0.03131781,0.656399,1.433142,-0.1438799,-0.01927973
45,-1.423204,-0.1391774,0.004792337,-2.450277E-08,-0.02504247,-0.6571735,1.41337,-0.2774343,-1.326078,-1.431991,-0.1814962,0.6613112,1.429113,-0.1831553,-0.6759245,-1.429132,-0.2783727,1.311301,-1.204687E-08,-0.03109026,0.6564062,1.433256,-0.1434421,-0.01942904
46,-1.422924,-0.1394196,0.004650393,-1.727241E-10,-0.02527378,-0.6571274,1.413088,-0.2774076,-1.326223,-1.43191,-0.1815244,0.6611334,1.429031,-0.1829175,-0.6760989,-1.429251,-0.2781894,1.311147,-2.57273E-09,-0.03085759,0.656423,1.433373,-0.1429916,-0.01958059
47,-1.422646,-0.13966,0.004504919,-1.408218E-08,-0.02550341,-0.6570832,1.412809,-0.2773812,-1.326368,-1.43183,-0.1815522,0.660957,1.428949,-0.1826819,-0.6762797,-1.429369,-0.278007,1.310993,-9.678336E-09,-0.03062542,0.6564338,1.433489,-0.1425438,-0.01973384
48,-1.42237,-0.1398989,0.004362071,6.864244E-09,-0.0257321,-0.6570404,1.412531,-0.2773551,-1.326515,-1.43175,-0.1815799,0.6607813,1.428867,-0.1824476,-0.6764576,-1.429487,-0.2778254,1.310844,1.243105E-08,-0.0303945,0.6564483,1.433605,-0.1420981,-0.01987996
49,-1.422094,-0.1401381,0.004219231,3.954209E-08,-0.02596051,-0.6569989,1.412253,-0.2773291,-1.326662,-1.43167,-0.1816073,0.660607,1.428785,-0.1822129,-0.6766351,-1.429605,-0.2776446,1.310697,-2.377829E-08,-0.03016455,0.6564646,1.433721,-0.1416526,-0.02002754
50,-1.421818,-0.1403755,0.004080173,-2.366157E-08,-0.02618876,-0.6569588,1.411976,-0.2773022,-1.326812,-1.43159,-0.1816344,0.6604341,1.428704,-0.1819772,-0.6768119,-1.429722,-0.2774641,1.310556,-2.242484E-08,-0.02993402,0.6564829,1.433837,-0.1412065,-0.02017348
51,-1.421543,-0.1406131,0.003937846,-1.580001E-08,-0.02641662,-0.6569199,1.411699,-0.2772762,-1.326962,-1.43151,-0.1816614,0.6602629,1.428623,-0.1817434,-0.6769884,-1.429839,-0.2772845,1.310415,3.068166E-09,-0.02970505,0.6565026,1.433952,-0.1407628,-0.02031777
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428576,-0.1608429,0.01168839,-7.466875E-09,-0.04134417,-0.657145,1.425628,-0.278564,-1.321314,-1.434149,-0.1865668,0.669221,1.432715,-0.1932955,-0.6684532,-1.423948,-0.2864013,1.319976,-1.734941E-08,-0.04134417,0.6571445,1.428144,-0.1629066,-0.01185807
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428576,-0.1608429,0.01168839,-7.466875E-09,-0.04134417,-0.657145,1.425628,-0.278564,-1.321314,-1.434149,-0.1865668,0.669221,1.432715,-0.1932955,-0.6684532,-1.423948,-0.2864013,1.319976,-1.734941E-08,-0.04134417,0.6571445,1.428144,-0.1629066,-0.01185807
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428576,-0.1608429,0.01168839,-7.466875E-09,-0.04134417,-0.657145,1.425628,-0.278564,-1.321314,-1.434149,-0.1865668,0.669221,1.432715,-0.1932955,-0.6684532,-1.423948,-0.2864013,1.319976,-1.734941E-08,-0.04134417,0.6571445,1.428144,-0.1629066,-0.01185807
