time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
15,-1.427398,-0.1507204,0.009091269,2.84041E-08,-0.03073986,-0.6577263,1.421535,-0.2781924,-1.322567,-1.434342,-0.1806121,0.6668172,1.431512,-0.1899551,-0.6708815,-1.42568,-0.2837141,1.316656,-2.682355E-08,-0.03790568,0.6566144,1.429851,-0.1564494,-0.01458922
16,-1.427318,-0.1500326,0.008928916,-7.466875E-09,-0.03001979,-0.6577596,1.421257,-0.2781667,-1.322664,-1.434262,-0.1806443,0.6666217,1.431431,-0.1897263,-0.6710432,-1.425797,-0.2835323,1.316448,-2.911092E-09,-0.03767342,0.6565942,1.429967,-0.1560098,-0.01476508
17,-1.427238,-0.1493441,0.008764757,4.602903E-09,-0.0292993,-0.657792,1.420979,-0.2781418,-1.322763,-1.434182,-0.1806767,0.6664236,1.431349,-0.1894979,-0.6712119,-1.425914,-0.2833501,1.316239,-5.956352E-09,-0.03744049,0.6565686,1.430083,-0.1555703,-0.01494342
18,-1.427158,-0.1486554,0.008604093,4.602903E-09,-0.02857852,-0.6578237,1.420702,-0.278116,-1.322864,-1.434102,-0.1807082,0.6662315,1.431268,-0.1892691,-0.6713789,-1.426032,-0.283168,1.316033,-1.633432E-08,-0.03720784,0.6565464,1.430198,-0.1551298,-0.01511881
19,-1.427078,-0.1479661,0.008441422,4.602903E-09,-0.02785717,-0.6578547,1.420424,-0.2780902,-1.322966,-1.434022,-0.1807394,0.6660333,1.431186,-0.1890401,-0.6715497,-1.426149,-0.2829852,1.315826,-1.069342E-08,-0.0369747,0.656522,1.430314,-0.154689,-0.01529351
20,-1.426998,-0.1472771,0.008283868,-7.466875E-09,-0.02713663,-0.6578849,1.420146,-0.2780648,-1.323069,-1.433942,-0.1807716,0.6658395,1.431104,-0.1888109,-0.6717172,-1.426267,-0.2828036,1.315625,-8.66325E-09,-0.03674221,0.6565025,1.43043,-0.1542486,-0.01546684
21,-1.426918,-0.146587,0.008130484,1.633432E-08,-0.02641447,-0.6579143,1.419868,-0.2780391,-1.323174,-1.433862,-0.1808028,0.6656457,1.431023,-0.1885808,-0.6718858,-1.426384,-0.2826218,1.315428,-7.986525E-09,-0.03650939,0.6564838,1.430546,-0.1538074,-0.01564016
22,-1.426838,-0.1458981,0.007972448,2.84041E-08,-0.02569362,-0.6579427,1.41959,-0.2780134,-1.323281,-1.433782,-0.1808338,0.6654497,1.430941,-0.1883515,-0.6720574,-1.426502,-0.282439,1.315227,-2.345629E-09,-0.0362766,0.6564633,1.430662,-0.1533665,-0.01581524
23,-1.426758,-0.1452087,0.00782001,4.602903E-09,-0.02497275,-0.6579705,1.419312,-0.2779883,-1.323389,-1.433702,-0.1808651,0.6652586,1.43086,-0.1881216,-0.6722221,-1.426619,-0.2822576,1.315032,-2.738901E-08,-0.03604493,0.6564515,1.430778,-0.1529254,-0.01598532
24,-1.426678,-0.1445185,0.007666418,-7.466875E-09,-0.02425111,-0.6579975,1.419035,-0.2779622,-1.323499,-1.433622,-0.1808959,0.6650655,1.430778,-0.1878913,-0.6723931,-1.426737,-0.2820752,1.314837,1.716812E-08,-0.03581244,0.656435,1.430894,-0.1524837,-0.01615721
25,-1.426598,-0.1438291,0.007515643,1.633432E-08,-0.02353018,-0.6580237,1.418757,-0.2779368,-1.323611,-1.433542,-0.1809269,0.6648778,1.430696,-0.1876611,-0.672563,-1.426854,-0.2818936,1.314644,-6.294714E-09,-0.0355802,0.6564213,1.431009,-0.1520422,-0.01632658
26,-1.426518,-0.1431387,0.007366105,-7.466875E-09,-0.02280826,-0.6580491,1.418479,-0.277911,-1.323724,-1.433462,-0.1809576,0.6646872,1.430615,-0.1874307,-0.6727335,-1.426972,-0.2817114,1.314454,5.09834E-09,-0.03534799,0.6564085,1.431125,-0.1516006,-0.01649225
27,-1.426438,-0.142448,0.007216012,-7.466875E-09,-0.02208644,-0.6580738,1.418201,-0.2778855,-1.323838,-1.433382,-0.1809884,0.6644952,1.430533,-0.1872002,-0.6729065,-1.427089,-0.2815294,1.314263,-2.377829E-08,-0.03511559,0.656395,1.431241,-0.1511583,-0.01666226
28,-1.426358,-0.1417584,0.007074843,2.84041E-08,-0.02136479,-0.6580975,1.417923,-0.2778596,-1.323954,-1.433302,-0.1810185,0.664308,1.430451,-0.186969,-0.6730754,-1.427207,-0.2813485,1.314081,4.083253E-09,-0.03488361,0.6563868,1.431357,-0.1507163,-0.01682706
29,-1.426278,-0.1410674,0.006927925,-1.212472E-08,-0.02154399,-0.6580354,1.417646,-0.2778339,-1.324072,-1.433222,-0.1810483,0.6641176,1.43037,-0.1867379,-0.6732457,-1.427324,-0.2811662,1.313895,-5.279627E-09,-0.03465178,0.6563792,1.431473,-0.1502735,-0.0169953
30,-1.426198,-0.1403764,0.006785735,-2.704926E-08,-0.02177081,-0.6579701,1.417368,-0.277808,-1.324191,-1.433142,-0.181079,0.6639311,1.430288,-0.1865063,-0.673416,-1.427442,-0.2809846,1.313713,-1.430415E-08,-0.03441989,0.6563731,1.431588,-0.1498312,-0.01715884
31,-1.426118,-0.1396851,0.006642063,-4.197381E-08,-0.02199773,-0.6579061,1.41709,-0.2777824,-1.324312,-1.433062,-0.181109,0.6637458,1.430207,-0.1862748,-0.6735898,-1.427559,-0.2808026,1.313531,1.750648E-08,-0.03418799,0.6563653,1.431705,-0.1493881,-0.01732477
32,-1.426038,-0.1389952,0.006500408,-3.343552E-08,-0.02222411,-0.6578434,1.416812,-0.2777566,-1.324434,-1.432982,-0.181139,0.6635584,1.430125,-0.1860435,-0.6737635,-1.427677,-0.280621,1.31335,1.714717E-09,-0.03395635,0.6563588,1.43182,-0.1489457,-0.01748937
33,-1.425958,-0.1383037,0.006363059,1.097374E-08,-0.02245064,-0.657782,1.416535,-0.2777307,-1.324558,-1.432902,-0.1811684,0.6633743,1.430043,-0.1858116,-0.6739346,-1.427794,-0.2804395,1.313175,-6.971439E-09,-0.03372487,0.6563567,1.431936,-0.1485025,-0.01764668
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428519,-0.160357,0.0115544,1.633432E-08,-0.04083435,-0.6571769,1.425431,-0.2785465,-1.321367,-1.434232,-0.185933,0.6691309,1.432657,-0.1931364,-0.6685699,-1.424032,-0.2862718,1.319806,-9.001612E-09,-0.04117827,0.6571112,1.428226,-0.162597,-0.01199241
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428549,-0.160606,0.01162266,-7.466875E-09,-0.04109574,-0.6571606,1.425532,-0.2785556,-1.32134,-1.434189,-0.1862576,0.669175,1.432687,-0.1932182,-0.6685103,-1.423989,-0.2863381,1.319893,4.083253E-09,-0.0412631,0.6571279,1.428184,-0.1627558,-0.01192556
2,-1.428469,-0.159921,0.01143819,2.84041E-08,-0.04037726,-0.6572051,1.425254,-0.2785303,-1.321415,-1.434307,-0.1853646,0.6690515,1.432605,-0.1929928,-0.6686712,-1.424106,-0.286156,1.319656,7.128513E-09,-0.04102973,0.6570852,1.4283,-0.1623192,-0.01211532
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428576,-0.1608429,0.01168839,-7.466875E-09,-0.04134417,-0.657145,1.425628,-0.278564,-1.321314,-1.434149,-0.1865668,0.669221,1.432715,-0.1932955,-0.6684532,-1.423948,-0.2864013,1.319976,-1.734941E-08,-0.04134417,0.6571445,1.428144,-0.1629066,-0.01185807
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428566,-0.1607516,0.01165999,4.602903E-09,-0.04124836,-0.657151,1.425591,-0.2785606,-1.321324,-1.434164,-0.1864474,0.6692035,1.432704,-0.1932662,-0.6684783,-1.423964,-0.2863768,1.319941,-1.330543E-09,-0.04131266,0.6571351,1.42816,-0.1628487,-0.01188385
2,-1.428476,-0.15998,0.01145296,-7.466875E-09,-0.04043913,-0.6572013,1.425278,-0.2785326,-1.321408,-1.434297,-0.1854418,0.6690613,1.432613,-0.1930123,-0.6686584,-1.424096,-0.2861714,1.319675,-1.971794E-08,-0.04104988,0.6570876,1.42829,-0.162357,-0.01210009
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428543,-0.1605606,0.01161208,2.84041E-08,-0.04104813,-0.6571635,1.425514,-0.2785538,-1.321345,-1.434197,-0.1861988,0.6691681,1.432682,-0.1932032,-0.6685194,-1.423997,-0.2863264,1.319879,1.987502E-08,-0.04124776,0.6571267,1.428192,-0.1627268,-0.01193652
2,-1.428463,-0.1598751,0.01142648,4.602903E-09,-0.04032911,-0.657208,1.425236,-0.2785289,-1.32142,-1.434315,-0.1853045,0.6690405,1.4326,-0.1929777,-0.6686815,-1.424114,-0.2861439,1.319641,-3.249454E-09,-0.04101397,0.657083,1.428308,-0.1622902,-0.01212756
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428526,-0.1604099,0.01156871,-7.466875E-09,-0.04088999,-0.6571734,1.425452,-0.2785482,-1.321361,-1.434223,-0.1860018,0.6691407,1.432664,-0.1931539,-0.6685573,-1.424023,-0.2862859,1.319824,-9.339974E-09,-0.04119608,0.6571145,1.428218,-0.1626309,-0.01197772
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428542,-0.1605527,0.01160925,-7.466875E-09,-0.04103956,-0.657164,1.425511,-0.2785533,-1.321346,-1.434198,-0.186188,0.669166,1.432681,-0.1932002,-0.6685219,-1.423998,-0.2863241,1.319875,-1.768777E-08,-0.04124488,0.6571254,1.428193,-0.1627218,-0.01193946
2,-1.428463,-0.1598681,0.01142199,-7.466875E-09,-0.04032181,-0.6572085,1.425233,-0.2785285,-1.321421,-1.434316,-0.1852952,0.66904,1.432599,-0.1929755,-0.6686857,-1.424116,-0.2861419,1.319636,-9.001612E-09,-0.04101173,0.65708,1.428309,-0.1622857,-0.01213196
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428576,-0.1608429,0.01168839,-7.466875E-09,-0.04134417,-0.657145,1.425628,-0.278564,-1.321314,-1.434149,-0.1865668,0.669221,1.432715,-0.1932955,-0.6684532,-1.423948,-0.2864013,1.319976,-1.734941E-08,-0.04134417,0.6571445,1.428144,-0.1629066,-0.01185807
2,-1.428509,-0.1602671,0.0115317,-3.126807E-08,-0.04074024,-0.6571827,1.425395,-0.2785428,-1.321377,-1.434247,-0.1858157,0.6691124,1.432647,-0.1931065,-0.6685895,-1.424047,-0.2862481,1.319776,-1.734941E-08,-0.04114744,0.6571071,1.428242,-0.1625399,-0.01201917
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.42855,-0.1606149,0.01162551,-7.466875E-09,-0.04110498,-0.65716,1.425536,-0.2785556,-1.321339,-1.434188,-0.1862697,0.6691771,1.432688,-0.193221,-0.6685078,-1.423988,-0.2863405,1.319896,-3.111099E-08,-0.04126625,0.6571288,1.428183,-0.1627617,-0.01192263
2,-1.42847,-0.1599299,0.01144099,-7.466875E-09,-0.04038665,-0.6572046,1.425258,-0.2785306,-1.321414,-1.434305,-0.1853761,0.6690503,1.432607,-0.1929957,-0.6686689,-1.424105,-0.2861586,1.31966,-3.979715E-08,-0.04103274,0.6570861,1.428299,-0.1623251,-0.01211265
3,-1.42839,-0.1592437,0.01125663,2.84041E-08,-0.03966737,-0.6572482,1.42498,-0.2785053,-1.32149,-1.434423,-0.1844824,0.6689281,1.432525,-0.1927698,-0.6688315,-1.424222,-0.2859759,1.319424,7.805237E-09,-0.04079912,0.6570432,1.428414,-0.1618878,-0.01230295
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428576,-0.1608429,0.01168839,-7.466875E-09,-0.04134417,-0.657145,1.425628,-0.278564,-1.321314,-1.434149,-0.1865668,0.669221,1.432715,-0.1932955,-0.6684532,-1.423948,-0.2864013,1.319976,-1.734941E-08,-0.04134417,0.6571445,1.428144,-0.1629066,-0.01185807
2,-1.428509,-0.1602652,0.01153152,1.633432E-08,-0.04073785,-0.6571829,1.425394,-0.2785428,-1.321377,-1.434248,-0.1858129,0.6691124,1.432647,-0.193106,-0.6685897,-1.424047,-0.2862477,1.319776,-4.602903E-09,-0.04114698,0.6571073,1.428242,-0.1625385,-0.01201938
3,-1.428429,-0.1595796,0.01134627,-3.126807E-08,-0.04001959,-0.657227,1.425116,-0.278518,-1.321453,-1.434365,-0.1849196,0.668989,1.432565,-0.1928807,-0.6687522,-1.424165,-0.2860655,1.319539,-4.047387E-08,-0.04091334,0.6570638,1.428358,-0.1621018,-0.01221021
4,-1.428349,-0.1588928,0.01116187,1.633432E-08,-0.03929966,-0.6572704,1.424838,-0.2784925,-1.32153,-1.434483,-0.1840246,0.6688642,1.432483,-0.1926546,-0.6689156,-1.424282,-0.2858825,1.319303,-1.802613E-08,-0.04067937,0.6570209,1.428474,-0.1616639,-0.01239751
5,-1.428269,-0.1582068,0.010978,-7.466875E-09,-0.03858095,-0.657313,1.42456,-0.2784679,-1.321609,-1.4346,-0.1831306,0.6687413,1.432402,-0.1924292,-0.6690805,-1.4244,-0.2856997,1.319068,-2.174811E-08,-0.04044599,0.6569784,1.428589,-0.1612272,-0.0125882
6,-1.428189,-0.1575197,0.01079972,-7.466875E-09,-0.03786075,-0.6573548,1.424282,-0.2784424,-1.321689,-1.434718,-0.1822357,0.668622,1.43232,-0.1922026,-0.6692447,-1.424518,-0.2855172,1.318839,-1.137015E-08,-0.04021212,0.6569381,1.428705,-0.1607889,-0.01277698
7,-1.428109,-0.1568351,0.01061957,4.602903E-09,-0.03714316,-0.6573957,1.424005,-0.2784171,-1.32177,-1.434835,-0.1813437,0.668505,1.432238,-0.1919772,-0.6694096,-1.424635,-0.2853355,1.318609,-2.683992E-09,-0.03997888,0.6568984,1.428821,-0.1603523,-0.0129652
8,-1.428029,-0.1561466,0.0104413,-7.466875E-09,-0.036422,-0.6574362,1.423727,-0.278392,-1.321854,-1.434953,-0.1804477,0.6683916,1.432157,-0.1917501,-0.669571,-1.424752,-0.2851525,1.318381,4.759977E-09,-0.03974535,0.6568646,1.428937,-0.1599135,-0.01315201
9,-1.427949,-0.1554612,0.01026405,1.633432E-08,-0.03570415,-0.6574755,1.42345,-0.2783672,-1.321939,-1.434893,-0.1803868,0.6681967,1.432075,-0.1915238,-0.6697366,-1.42487,-0.2849703,1.318155,-1.069342E-08,-0.03951269,0.6568274,1.429053,-0.1594764,-0.01333833
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428551,-0.1606308,0.01162852,-7.466875E-09,-0.04112158,-0.657159,1.425542,-0.2785566,-1.321337,-1.434185,-0.18629,0.6691821,1.43269,-0.1932264,-0.6685053,-1.423985,-0.2863453,1.319904,-2.174811E-08,-0.04127158,0.6571287,1.42818,-0.1627715,-0.01191615
time,sat0x,sat0y,sat0z,sat1x,sat1y,sat1z,sat2x,sat2y,sat2z,sat3x,sat3y,sat3z,sat4x,sat4y,sat4z,sat5x,sat5y,sat5z,sat6x,sat6y,sat6z,sat7x,sat7y,sat7z
1,-1.428576,-0.1608429,0.01168839,-7.466875E-09,-0.04134417,-0.657145,1.425628,-0.278564,-1.321314,-1.434149,-0.1865668,0.669221,1.432715,-0.1932955,-0.6684532,-1.423948,-0.2864013,1.319976,-1.734941E-08,-0.04134417,0.6571445,1.428144,-0.1629066,-0.01185807
2,-1.428485,-0.1600568,0.01147464,-7.466875E-09,-0.04051997,-0.6571963,1.42531,-0.2785354,-1.3214,-1.434283,-0.1855417,0.6690731,1.432622,-0.1930378,-0.6686427,-1.424083,-0.2861922,1.319703,1.073924E-08,-0.04107586,0.6570902,1.428277,-0.1624057,-0.01207779
